,address,zip,county,bed,bath,sqft,lot_size,year_built,amenities,annual_taxes,annual_assoc_fee,schools,price
200,"1081 Forest Valley DriveAtlanta, GA 30354",30354,Fulton,3.0,1.5,2562.0,0.387,1970,,620,0.0,2,215000
201,"1888 SE Brannen RoadAtlanta, GA 30316",30316,DeKalb,3.0,1.0,1025.0,0.3,1949,,3065,0.0,2,215000
202,"445 SW Westmeath DriveAtlanta, GA 30310",30310,Fulton,2.0,1.0,918.0,0.19,1945,,2137,0.0,2,215000
203,"697 Fayetteville Road  Unit: 102Atlanta, GA 30316",30316,DeKalb,3.0,2.5,1508.0,0.3,2024,1.0,1394,0.0,2,215160
204,"970 Sidney Marcus Boulevard NE Unit: 2209Atlanta, GA 30324",30324,Fulton,1.0,1.0,840.0,0.019,1988,6.0,3143,3889.0,2,217000
205,"81 Burbank Drive NWAtlanta, GA 30314",30314,Fulton,3.0,2.0,,0.427,1955,6.0,3330,0.0,2,218000
206,"3698 FairlaneAtlanta, GA 30331",30331,Fulton,3.0,2.0,,0.234,1960,2.0,2462,0.0,2,219000
207,"745 Monroe Drive NE Unit: APT 14Atlanta, GA 30308",30308,Fulton,1.0,1.0,620.0,0.014,1930,,1586,3702.0,2,219500
208,"375 Ralph Mcgill Boulevard NE Unit: 1802Atlanta, GA 30312",30312,Fulton,1.0,1.0,800.0,0.018,1980,5.0,2166,4788.0,2,219850
209,"898 Oak Street SW Unit: 1222Atlanta, GA 30310",30310,Fulton,2.0,2.0,,0.024,2006,6.0,3404,5700.0,2,219900
210,"2695 Picardy Circle S Unit: BAtlanta, GA 30349",30349,Fulton,2.0,2.5,1365.0,0.119,1986,,102,0.0,2,219900
211,"1331 Bluefield SWAtlanta, GA 30310",30310,Fulton,3.0,1.0,,0.2,1948,6.0,2514,0.0,2,219900
212,"115 W Peachtree Place NW Unit: 314Atlanta, GA 30313",30313,Fulton,1.0,1.0,,0.022,2002,7.0,1150,4800.0,2,219900
213,"2394 Bigwood TrailAtlanta, GA 30349",30349,Fulton,3.0,2.5,,0.04,2008,2.0,3471,720.0,2,219900
214,"5525 Campbellton RdAtlanta, GA 30349",30349,Fulton,3.0,2.0,1854.0,1.51,1959,2.0,3081,0.0,2,219900
215,"1183 Cahaba DriveAtlanta, GA 30311",30311,Fulton,3.0,1.5,1555.0,0.21,1941,,2500,0.0,2,219900
216,"32 Peachtree Street NW Unit: 1303Atlanta, GA 30303",30303,Fulton,2.0,2.0,902.0,0.02,1920,1.0,1518,8124.0,2,219900
217,"682 Mcgill NEAtlanta, GA 30312",30312,Fulton,1.0,1.0,813.0,0.018,1987,2.0,3187,4284.0,2,220000
218,"346 Tazor StreetAtlanta, GA 30314",30314,Fulton,3.0,1.0,,0.089,1935,,0,0.0,2,220000
219,"2409 Omaha Road SWAtlanta, GA 30331",30331,Fulton,3.0,1.0,,0.258,1963,,1762,0.0,2,220000
220,"3351 Lake Valley NWAtlanta, GA 30331",30331,Fulton,3.0,1.0,975.0,0.342,1962,4.0,3710,0.0,2,220000
221,"2561 Loghaven Drive NWAtlanta, GA 30318",30318,Fulton,2.0,1.0,,0.536,1950,,3522,0.0,2,220000
222,"2657 Lenox Road NE Unit: N189Atlanta, GA 30324",30324,Fulton,2.0,2.0,,0.022,1994,4.0,3233,3660.0,2,220000
223,"795 Hammond Drive  Unit: 808Atlanta, GA 30328",30328,Fulton,1.0,1.0,769.0,0.018,1990,6.0,1163,5304.0,2,220000
224,"1291 Greenwich Street SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,2575.0,0.215,1929,5.0,2990,0.0,2,220000
225,"266 NW Hamilton E Holmes DriveAtlanta, GA 30318",30318,Fulton,3.0,2.0,1056.0,0.31,1950,,2551,0.0,2,220000
226,"1382 Childress Drive SwAtlanta, GA 30311",30311,Fulton,3.0,1.5,1727.0,1.127,1955,3.0,2524,0.0,2,220000
227,"3023 SE Forrest TerraceAtlanta, GA 30354",30354,Fulton,3.0,1.5,1107.0,0.61,1972,,3250,0.0,2,220975
228,"3005 Seven Pines Lane  Unit: 206Atlanta, GA 30339",30339,Cobb,2.0,2.0,980.0,0.032,1975,8.0,1679,352.0,2,220990
229,"2014 Moorehouse DriveAtlanta, GA 30314",30314,Fulton,3.0,2.0,,,1985,3.0,2847,0.0,2,222000
230,"2700 Pine Tree Road NE Unit: 2306Atlanta, GA 30324",30324,Fulton,1.0,1.0,748.0,0.017,2000,8.0,2767,2760.0,2,222900
231,"400 17th NW Unit: 2118Atlanta, GA 30363",30363,Fulton,1.0,1.0,,0.017,2005,8.0,919,4308.0,2,223900
232,"2544 Laurel CircleAtlanta, GA 30311",30311,Fulton,2.0,2.5,1626.0,0.05,2006,4.0,2423,1620.0,2,225000
233,"2547 Bradford Square NEAtlanta, GA 30345",30345,DeKalb,2.0,1.5,1092.0,,1966,1.0,1756,4200.0,2,225000
234,"74 Chappell Road NWAtlanta, GA 30314",30314,Fulton,2.0,1.0,,0.146,1955,3.0,52,0.0,2,225000
235,"878 Peachtree Street NE Unit: 826Atlanta, GA 30309",30309,Fulton,1.0,1.0,,0.012,1951,6.0,1565,2640.0,2,225000
236,"3753 Adamsville Drive SWAtlanta, GA 30331",30331,Fulton,3.0,2.0,1024.0,0.37,1990,3.0,70,0.0,2,225000
237,"1280 NW West Peachtree Street NW Unit: 1208Atlanta, GA 30309",30309,Fulton,1.0,1.0,645.0,0.015,1989,8.0,2682,340.0,2,225000
238,"1195 Milton Terrace SE Unit: 3403Atlanta, GA 30315",30315,Fulton,1.0,1.0,683.0,0.016,2006,8.0,2883,3096.0,2,225000
239,"970 Sidney Marcus Boulevard NE Unit: 2413Atlanta, GA 30324",30324,Fulton,1.0,1.0,840.0,0.019,1988,8.0,730,3480.0,2,225000
240,"2172 Jernigan Drive SEAtlanta, GA 30315",30315,Fulton,2.0,1.0,879.0,0.22,1950,,1055,0.0,2,225000
241,"3395 LAKE VALLEY Road NWAtlanta, GA 30331",30331,Fulton,2.0,2.0,954.0,0.375,1945,2.0,292,0.0,2,225000
242,"1639 Briarcliff NE Unit: 5Atlanta, GA 30306",30306,DeKalb,2.0,1.0,,,1957,2.0,3525,0.0,2,225000
243,"878 Peachtree Street NE Unit: 423Atlanta, GA 30309",30309,Fulton,1.0,1.0,515.0,,1951,5.0,1043,0.0,2,225000
244,"120 Ralph McGill Boulevard NE Unit: APT 507Atlanta, GA 30308",30308,Fulton,,,,0.026,1974,6.0,1882,624.0,2,225000
245,"1280 W Peachtree Street NW Unit: APT 2504Atlanta, GA 30309",30309,Fulton,1.0,1.0,645.0,0.015,1989,8.0,1163,4464.0,2,225000
246,"3447 ADKINS Road NWAtlanta, GA 30331",30331,Fulton,4.0,2.0,1560.0,0.234,1962,,318,0.0,2,225000
247,"1280 W Peachtree Street NW Unit: 910Atlanta, GA 30309",30309,Fulton,1.0,1.0,,0.015,1989,4.0,1211,4080.0,2,225000
248,"94 Rosaire NWAtlanta, GA 30327",30327,Fulton,1.0,1.0,,0.019,1968,5.0,293,5087.0,2,225000
249,"120 Prattling CourtAtlanta, GA 30349",30349,Fulton,2.0,2.5,1404.0,0.027,2006,1.0,1581,1056.0,2,225000
250,"1111 Pine Heights Drive NEAtlanta, GA 30324",30324,Fulton,1.0,1.0,831.0,0.019,1986,6.0,2975,0.0,2,225000
251,"1280 W Peachtree NW Unit: 1811Atlanta, GA 30309",30309,Fulton,1.0,1.0,645.0,0.015,1989,8.0,2762,4476.0,2,225000
252,"1280 W Peachtree Street NW Unit: APT 805Atlanta, GA 30309",30309,Fulton,1.0,1.0,645.0,0.015,1989,4.0,1105,379.0,2,225000
253,"153 Oakcliff CtAtlanta, GA 30331",30331,Fulton,4.0,2.0,1575.0,0.25,1963,1.0,20,0.0,2,225000
254,"257 E Simon Terrace NWAtlanta, GA 30318",30318,Fulton,5.0,3.0,2327.0,0.297,1962,2.0,1441,0.0,2,225000
255,"2195 Fairway Circle SWAtlanta, GA 30331",30331,Fulton,3.0,2.0,1170.0,0.39,1972,,1181,0.0,2,225000
256,"1002 Pine Tree TrailAtlanta, GA 30349",30349,Fulton,4.0,2.5,1587.0,0.03,1989,,1574,2400.0,2,225000
257,"2983 Linkwood Place NWAtlanta, GA 30318",30318,Fulton,3.0,1.5,1474.0,0.275,1958,3.0,3052,0.0,2,225000
258,"2169 Chadwick Road SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1368.0,0.03,2018,,1196,2460.0,2,227000
259,"620 Peachtree Street NE Unit: APT 403Atlanta, GA 30308",30308,Fulton,1.0,1.0,740.0,0.017,1965,7.0,2351,6971.0,2,229000
260,"795 HAMMOND Drive  Unit: 2011Atlanta, GA 30328",30328,Fulton,1.0,1.0,636.0,0.012,1990,6.0,1100,0.0,2,229000
261,"32 Peachtree Street NW Unit: 1705Atlanta, GA 30303",30303,Fulton,2.0,1.0,,,1920,4.0,3700,7070.0,2,229000
262,"375 Ralph Mcgill  Unit: 1701Atlanta, GA 30312",30312,Fulton,1.0,1.0,,0.01,1980,3.0,3492,6480.0,2,229000
263,"812 Amber PlaceAtlanta, GA 30331",30331,Fulton,3.0,1.0,825.0,0.209,1955,,1695,0.0,2,229000
264,"1304 Elizabeth Road SWAtlanta, GA 30310",30310,Fulton,2.0,1.5,1000.0,0.253,1950,1.0,2966,0.0,2,229000
265,"42 Cantey Place NWAtlanta, GA 30327",30327,Fulton,1.0,1.0,,0.019,1970,4.0,3194,5160.0,2,229000
266,"1752 Springview RoadAtlanta, GA 30314",30314,Fulton,3.0,1.0,,0.2,1948,3.0,3000,0.0,2,229000
267,"2163 SW Worthem AvenueAtlanta, GA 30311",30311,Fulton,3.0,20.0,1144.0,0.23,1950,,2668,0.0,2,229000
268,"3240 Henderson Mill Road  Unit: 8Atlanta, GA 30341",30341,DeKalb,2.0,2.0,1205.0,,1968,7.0,1534,4800.0,2,229500
269,"5560 Pine Gate DriveAtlanta, GA 30349",30349,Clayton,3.0,2.0,1355.0,,1989,2.0,1714,0.0,2,229900
270,"798 Saint Charles Avenue NE Unit: 3Atlanta, GA 30306",30306,Fulton,1.0,1.0,635.0,0.014,1963,,3221,3300.0,2,229900
271,"660 Skipper Drive NWAtlanta, GA 30318",30318,Fulton,4.0,2.5,1512.0,0.451,1959,,1321,0.0,2,229900
272,"6700 Roswell Road  Unit: 13BAtlanta, GA 30328",30328,Fulton,3.0,2.0,1216.0,0.027,1967,6.0,0,4188.0,2,229900
273,"241 Simon Terrace NWAtlanta, GA 30318",30318,Fulton,2.0,1.5,1070.0,0.207,1960,,2915,0.0,2,230000
274,"2016 Rodeo Court SEAtlanta, GA 30316",30316,DeKalb,3.0,2.0,,0.4,1958,1.0,2369,0.0,2,230000
275,"1750 Lisbon DriveAtlanta, GA 30310",30310,Fulton,3.0,2.0,,0.156,1950,,1297,0.0,2,230000
276,"1406 Graymont Drive SWAtlanta, GA 30310",30310,Fulton,2.0,1.0,900.0,0.138,1950,,2460,0.0,2,230000
277,"300 W Peachtree St 7 AAtlanta, GA 30308",30308,Fulton,1.0,1.0,,0.014,1962,2.0,2580,5988.0,2,230000
278,"3437 Hogan Road SWAtlanta, GA 30331",30331,Fulton,3.0,1.5,1704.0,0.643,1956,,2026,0.0,2,230000
279,"1832 Devon SWAtlanta, GA 30311",30311,Fulton,3.0,2.5,,0.02,2005,1.0,3274,250.0,2,230000
280,"823 Humphries Street SWAtlanta, GA 30310",30310,Fulton,3.0,1.0,1040.0,0.096,2001,,870,0.0,2,230000
281,"1417 RichlandAtlanta, GA 30310",30310,Fulton,3.0,1.0,1440.0,0.19,1946,3.0,2291,0.0,2,230000
282,"361 NW 17th Street  Unit: 1909Atlanta, GA 30363",30363,Fulton,1.0,1.0,722.0,,2005,2.0,3752,431.0,2,230000
283,"425 Chapel Street SW Unit: 2303Atlanta, GA 30313",30313,Fulton,1.0,1.0,,0.023,2006,5.0,3487,4104.0,2,232000
284,"2363 Cross Street NWAtlanta, GA 30318",30318,Fulton,4.0,2.0,,0.206,1940,,4431,0.0,2,232000
285,"1445 NE Monroe Drive NE Unit: APT G13Atlanta, GA 30324",30324,Fulton,1.0,1.0,720.0,0.017,1975,1.0,1374,0.0,2,232900
286,"697 Fayetteville Road  Unit: 301Atlanta, GA 30316",30316,DeKalb,1.0,1.0,601.0,0.3,2024,1.0,1394,0.0,2,232920
287,"2169 Cypress Lane SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1368.0,,2019,1.0,1199,2460.0,2,233000
288,"795 Hammond Drive  Unit: 2303Atlanta, GA 30328",30328,Fulton,1.0,1.0,,0.022,1990,4.0,2350,6756.0,2,233900
289,"1753 Broad River RoadAtlanta, GA 30349",30349,Clayton,3.0,2.5,1452.0,0.062,2008,3.0,2999,900.0,2,234000
290,"568 Woodlawn Avenue NWAtlanta, GA 30318",30318,Fulton,3.0,2.5,1568.0,0.314,1922,,4993,0.0,2,234900
291,"702 Argonne Avenue NE Unit: 2Atlanta, GA 30308",30308,Fulton,2.0,1.0,667.0,0.015,1965,3.0,3242,386.0,2,234900
292,"361 17th Street NW Unit: 2608Atlanta, GA 30363",30363,Fulton,1.0,1.0,690.0,0.016,2005,5.0,1457,5282.0,2,234900
293,"1012 Ada Avenue NwAtlanta, GA 30318",30318,Fulton,3.0,2.0,,0.17,1994,,2000,0.0,2,234900
294,"1280 W Peachtree Street NW Unit: 1702Atlanta, GA 30309",30309,Fulton,1.0,1.0,625.0,0.014,1989,7.0,673,4080.0,2,235000
295,"300 W Peachtree Street  Unit: UNIT 6HAtlanta, GA 30308",30308,Fulton,1.0,1.0,599.0,,1962,4.0,2504,5988.0,2,235000
296,"883 CAPITOL VIEW Avenue NWAtlanta, GA 30318",30318,Fulton,2.0,1.0,1122.0,0.201,1930,2.0,3146,0.0,2,235000
297,"6851 Roswell Road  Unit: A4Atlanta, GA 30328",30328,Fulton,2.0,2.0,1206.0,0.028,1964,9.0,2343,4200.0,2,235000
298,"300 W Peachtree St NW  Unit: 7Latlanta, GA 30308",30308,Fulton,1.0,1.0,609.0,0.014,1962,,2580,499.0,2,235000
299,"2555 Flat Shoals Road  Unit: 3506Atlanta, GA 30349",30349,Fulton,3.0,2.5,1550.0,0.064,2006,5.0,3127,4200.0,2,235000
300,"5550 Kingsport DriveAtlanta, GA 30342",30342,Fulton,2.0,1.5,1178.0,0.027,1980,4.0,506,0.0,2,235000
301,"1567 AlderAtlanta, GA 30311",30311,Fulton,3.0,1.0,1076.0,0.258,1950,1.0,3586,0.0,2,235000
302,"1700 Devon Drive SWAtlanta, GA 30311",30311,Fulton,3.0,2.5,1334.0,0.02,2006,1.0,1114,0.0,2,235000
303,"822 Gertrude NWAtlanta, GA 30318",30318,Fulton,3.0,1.0,861.0,0.165,1956,3.0,2236,0.0,2,235000
304,"101 Ardmore Place NW Unit: 2Atlanta, GA 30309",30309,Fulton,2.0,1.0,,0.019,1954,5.0,530,7560.0,2,235000
305,"5498 Glen HavenAtlanta, GA 30349",30349,Clayton,2.0,2.0,1018.0,0.14,1984,,878,0.0,2,235000
306,"775 Humphries StreetAtlanta, GA 30310",30310,Fulton,3.0,1.0,1078.0,0.101,2005,,1184,0.0,2,235000
307,"1280 NW W Peachtree Street  Unit: 1802Atlanta, GA 30309",30309,Fulton,1.0,1.0,625.0,0.016,1985,5.0,1287,4059.0,2,235000
308,"300 Peachtree Street  Unit: 9IAtlanta, GA 30308",30308,Fulton,1.0,1.0,677.0,,1962,,0,6624.0,2,235900
309,"2138 Chadwick Road SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1368.0,0.02,2018,,1202,0.0,2,237000
310,"2412 Peachwood Circle NE Unit: 3Atlanta, GA 30345",30345,DeKalb,2.0,1.5,,0.026,1998,,893,250.0,2,237000
311,"961 Stonewall DriveAtlanta, GA 30315",30315,Fulton,3.0,2.0,1008.0,0.246,1960,,3278,0.0,2,237500
312,"279 West LakeAtlanta, GA 30314",30314,Fulton,,,,0.288,1958,5.0,2361,0.0,2,238000
313,"362 McGillAtlanta, GA 30312",30312,Fulton,1.0,1.0,813.0,0.019,1987,6.0,1116,4800.0,2,238000
314,"800 Peachtree Street NE Unit: 1302Atlanta, GA 30308",30308,Fulton,1.0,1.0,775.0,,2001,,4046,3480.0,2,238500
315,"2325 Britley TerraceAtlanta, GA 30349",30349,Fulton,3.0,2.0,1075.0,0.293,1965,,3883,0.0,2,238500
316,"3432 Mount Gilead Road SWAtlanta, GA 30331",30331,Fulton,3.0,2.0,,0.325,1960,,2804,0.0,2,239000
317,"20 Pine Canyon Drive SW Unit: 36Atlanta, GA 30331",30331,Fulton,3.0,2.5,,0.04,2003,1.0,364,2700.0,2,239000
318,"359 Fairburn Road NWAtlanta, GA 30331",30331,Fulton,3.0,1.0,1149.0,0.666,1940,,2240,0.0,2,239000
319,"725 Crestwell Circle SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1512.0,0.02,2007,5.0,3378,2856.0,2,239000
320,"3556 Oakshire Way SEAtlanta, GA 30354",30354,Fulton,3.0,2.0,,0.37,2005,3.0,1256,500.0,2,239900
321,"1017 SW Ashby Groove SWAtlanta, GA 30314",30314,Fulton,2.0,2.0,1104.0,0.069,1925,,3007,0.0,2,239900
322,"1850 Cotillion Drive  Unit: 4214Atlanta, GA 30338",30338,DeKalb,1.0,1.0,,0.029,2004,5.0,1896,2112.0,2,239900
323,"4536 Parkview SquareAtlanta, GA 30349",30349,Fulton,2.0,2.5,1392.0,0.04,2003,4.0,2234,4000.0,2,239900
324,"5223 Brentwood RoadAtlanta, GA 30349",30349,Clayton,3.0,2.0,1384.0,,1988,,2223,0.0,2,239900
325,"2657 Bonnybrook Drive SWAtlanta, GA 30311",30311,Fulton,3.0,1.5,1092.0,0.258,1962,,1043,0.0,2,239900
326,"2700 Woodward RoadAtlanta, GA 30349",30349,Fulton,3.0,2.5,,0.289,1995,,2514,0.0,2,239900
327,"130 Mount Zion Road SWAtlanta, GA 30354",30354,Fulton,3.0,2.0,1042.0,0.689,1955,4.0,1037,0.0,2,239900
328,"1280 W Peachtree Street NW Unit: 1607Atlanta, GA 30309",30309,Fulton,1.0,1.0,813.0,0.019,1989,6.0,1135,470.0,2,239900
329,"1689 Oak Knoll CircleAtlanta, GA 30315",30315,Fulton,3.0,2.0,1089.0,0.2,1945,,2197,0.0,2,239900
330,"390 NW 17th Street Street  Unit: 2002Atlanta, GA 30363",30363,Fulton,1.0,1.0,,0.019,2007,4.0,2862,5736.0,2,239900
331,"1227 S Epworth StreetAtlanta, GA 30310",30310,Fulton,4.0,2.0,1848.0,0.15,1951,,4169,0.0,2,239900
332,"3173 SW PenningtonAtlanta, GA 30354",30354,Fulton,3.0,1.0,2288.0,0.27,1961,,608,0.0,2,239900
333,"2142 Chadwick SWAtlanta, GA 30331",30331,Fulton,4.0,2.5,1368.0,0.03,2018,2.0,1202,2460.0,2,239900
334,"3087 Colonial Way  Unit: DAtlanta, GA 30341",30341,DeKalb,2.0,1.5,1024.0,0.1,1956,9.0,964,4548.0,2,239950
335,"1760 Detroit Avenue NWAtlanta, GA 30314",30314,Fulton,3.0,1.5,1302.0,0.24,1955,,1192,0.0,2,239999
336,"2555 Flat Shoals RdAtlanta, GA 30349",30349,Fulton,3.0,2.5,1550.0,0.064,2006,6.0,1955,4200.0,2,239999
337,"2500 Swallow Circle SEAtlanta, GA 30315",30315,Fulton,3.0,2.0,1025.0,0.23,1960,,2949,0.0,2,240000
338,"120 Alden Avenue NW Unit: D2Atlanta, GA 30309",30309,Fulton,2.0,1.0,966.0,0.022,1960,6.0,2622,4636.0,2,240000
339,"361 17th Street NW Unit: 1009Atlanta, GA 30363",30363,Fulton,1.0,1.0,722.0,0.016,2005,3.0,3839,4284.0,2,240000
340,"1754 Pennington Place SEAtlanta, GA 30316",30316,DeKalb,2.0,1.0,,0.3,1948,,3569,0.0,2,240000
341,"999 Lawton Street SWAtlanta, GA 30310",30310,Fulton,3.0,1.0,,0.285,1947,,3495,0.0,2,240000
342,"2791 Allegro Drive NWAtlanta, GA 30318",30318,Fulton,3.0,3.0,2200.0,0.277,1960,4.0,3155,0.0,2,240000
343,"2555 Flat Shoals  Unit: 702Atlanta, GA 30349",30349,Fulton,2.0,2.5,,0.046,2006,2.0,3180,3600.0,2,240000
344,"4316 SW Notting Hill DriveAtlanta, GA 30331",30331,Fulton,3.0,2.5,1644.0,0.028,2005,2.0,2635,2100.0,2,240000
345,"2221 SW OxfordAtlanta, GA 30331",30331,Fulton,3.0,2.5,3142.0,0.028,2006,,2000,2100.0,2,240500
346,"338 Troy Street SEAtlanta, GA 30315",30315,Fulton,2.0,1.0,777.0,0.2,1955,,2415,0.0,2,243000
347,"397 Collier Ridge NWAtlanta, GA 30318",30318,Fulton,3.0,2.0,,0.222,1948,1.0,3933,0.0,2,244000
348,"545 Grant Street SwAtlanta, GA 30315",30315,Fulton,3.0,2.0,1447.0,,1930,,4295,0.0,2,244900
349,"120 Ralph Mcgill Boulevard NE Unit: 1409Atlanta, GA 30308",30308,Fulton,1.0,1.0,813.0,0.02,1974,3.0,3119,5412.0,2,244900
350,"5313 Chantilly TerraceAtlanta, GA 30349",30349,Clayton,3.0,2.0,,0.331,1964,,1682,0.0,2,244990
351,"3060 Pharr Court North NW Unit: 609Atlanta, GA 30305",30305,Fulton,2.0,1.5,840.0,0.012,1961,4.0,2512,526.0,2,245000
352,"400 17TH  Unit: 1119Atlanta, GA 30363",30363,Fulton,1.0,1.0,,0.02,2004,6.0,3314,468.0,2,245000
353,"993 Washington Heights Terrace NWAtlanta, GA 30314",30314,Fulton,2.0,1.5,,0.104,1940,3.0,170,0.0,2,245000
354,"1714 Ezra Church Drive NWAtlanta, GA 30314",30314,Fulton,3.0,2.0,,0.241,1949,,4241,0.0,2,245000
355,"3060 Pharr Court North NW Unit: 624Atlanta, GA 30305",30305,Fulton,2.0,1.0,912.0,0.021,1970,8.0,3101,6948.0,2,245000
356,"3075 Colonial Way  Unit: AAtlanta, GA 30341",30341,DeKalb,2.0,1.5,960.0,,1956,5.0,3072,0.0,2,245000
357,"3655 Habersham Road NE Unit: 251BAtlanta, GA 30305",30305,Fulton,1.0,1.0,696.0,0.016,1989,1.0,3378,2964.0,2,245000
358,"123 Dahlia Avenue NWAtlanta, GA 30314",30314,Fulton,2.0,1.0,,0.13,1956,,2691,0.0,2,245000
359,"880 Glendale Terrace  Unit: 9Atlanta, GA 30308",30308,Fulton,1.0,1.0,750.0,0.01,1965,4.0,3813,3300.0,2,245000
360,"3052 Highbury Trl SwAtlanta, GA 30354",30354,Fulton,3.0,2.5,1950.0,0.36,1962,1.0,3939,0.0,2,245000
361,"6980 Roswell  Unit: E12Atlanta, GA 30328",30328,Fulton,2.0,1.0,1139.0,0.026,1968,1.0,1263,4140.0,2,246000
362,"2210 Bolling BrookAtlanta, GA 30311",30311,Fulton,4.0,2.5,1384.0,0.26,1959,1.0,1253,0.0,2,247000
363,"908 Juniper Street NE Unit: 1Atlanta, GA 30309",30309,Fulton,1.0,1.0,,0.017,1920,3.0,2249,3282.0,2,249000
364,"3040 Peachtree Road NW Unit: 305Atlanta, GA 30305",30305,Fulton,1.0,1.0,663.0,0.015,2006,4.0,3682,4575.0,2,249000
365,"1594 Mary George AvenueAtlanta, GA 30318",30318,Fulton,3.0,2.0,988.0,0.203,1960,2.0,1261,0.0,2,249000
366,"1303 Lockhaven SWAtlanta, GA 30311",30311,Fulton,2.0,2.0,,0.285,1950,,2897,0.0,2,249000
367,"3301 HENDERSON MILL  Unit: B3Atlanta, GA 30341",30341,DeKalb,4.0,2.5,1917.0,0.021,1969,,2116,461.0,2,249000
368,"2314 Pine Heights Drive NEAtlanta, GA 30324",30324,Fulton,1.0,1.0,831.0,0.019,1986,6.0,2975,4560.0,2,249000
369,"4055 Rickenbacker Drive NE Unit: BAtlanta, GA 30342",30342,Fulton,2.0,1.5,,,1952,4.0,106,4104.0,2,249000
370,"856 Fairburn Road NWAtlanta, GA 30331",30331,Fulton,3.0,1.0,875.0,0.216,1961,3.0,2455,0.0,2,249000
371,"390 17th Street NW Unit: 3026Atlanta, GA 30363",30363,Fulton,1.0,1.0,868.0,0.02,2006,3.0,1432,5640.0,2,249000
372,"3047 Will Rogers Place SEAtlanta, GA 30316",30316,DeKalb,3.0,1.5,1075.0,0.75,1978,,3039,0.0,2,249000
373,"342 Lincoln StreetAtlanta, GA 30315",30315,Fulton,3.0,2.0,,0.213,1958,,1700,0.0,2,249500
374,"1476 Olive Street SouthwestAtlanta, GA 30310",30310,Fulton,3.0,2.0,1550.0,0.138,1930,,1937,0.0,2,249900
375,"605 Fern Brooks Drive SWAtlanta, GA 30331",30331,Fulton,3.0,3.0,1707.0,0.495,1984,4.0,1417,0.0,2,249900
376,"5 Walden Walk NEAtlanta, GA 30342",30342,Fulton,1.0,1.0,768.0,0.014,1978,8.0,3434,2544.0,2,249900
377,"32 Peachtree Street NW Unit: 1607Atlanta, GA 30303",30303,Fulton,2.0,2.0,1032.0,0.024,1920,5.0,2307,8847.0,2,249900
378,"4282 Roswell Road NE Unit: D4Atlanta, GA 30342",30342,Fulton,2.0,2.0,,0.021,1965,6.0,2296,4800.0,2,249900
379,"795 Hammond Drive  Unit: 706Atlanta, GA 30328",30328,Fulton,2.0,1.0,978.0,0.023,1990,6.0,1424,6120.0,2,249900
380,"1669 Olympian Way SWAtlanta, GA 30310",30310,Fulton,4.0,2.0,1674.0,0.241,1935,2.0,3536,0.0,2,249900
381,"862 Mitchell Street SWAtlanta, GA 30314",30314,Fulton,,,,0.09,1920,1.0,2630,0.0,2,249900
382,"2875 SW Deerwood DriveAtlanta, GA 30331",30331,Fulton,3.0,2.5,1470.0,0.017,2006,,1364,1380.0,2,249900
383,"3042 SE Cottonwood DriveAtlanta, GA 30316",30316,DeKalb,3.0,2.0,1014.0,0.3,1970,,2809,0.0,2,249900
384,"1700 Lanier DrAtlanta, GA 30310",30310,Fulton,3.0,2.0,972.0,0.14,1940,1.0,4015,0.0,2,249900
385,"4880 W Park CircleAtlanta, GA 30349",30349,Fulton,2.0,2.5,1488.0,0.05,2005,2.0,2252,0.0,2,249900
386,"2740 Flagstone DriveAtlanta, GA 30316",30316,DeKalb,3.0,1.5,1472.0,0.4,1956,1.0,2983,0.0,2,249900
387,"857 Crestwell CircleAtlanta, GA 30331",30331,Fulton,2.0,2.5,1706.0,0.02,2008,4.0,1445,2856.0,2,249995
388,"1718 LisbonAtlanta, GA 30310",30310,Fulton,3.0,1.0,900.0,0.192,1950,2.0,2629,0.0,2,249999
389,"856 Harwell NWAtlanta, GA 30318",30318,Fulton,3.0,1.5,1132.0,0.249,1959,,2683,0.0,2,249999
390,"795 Hammond Drive  Unit: 1905Atlanta, GA 30328",30328,Fulton,1.0,1.0,703.0,,1990,2.0,1917,4800.0,2,249999
391,"2197 Polar Rock PlaceAtlanta, GA 30315",30315,Fulton,3.0,3.0,1000.0,0.234,1959,,1725,0.0,2,250000
392,"2174 Jay Place SEAtlanta, GA 30315",30315,Fulton,3.0,1.0,1025.0,0.199,1960,2.0,2190,0.0,2,250000
393,"2225 Larchwood Road SWAtlanta, GA 30310",30310,Fulton,2.0,1.0,,0.23,1950,,2231,0.0,2,250000
394,"5677 Rock Shoals WayAtlanta, GA 30349",30349,Clayton,4.0,3.0,2168.0,0.2,1997,4.0,2779,0.0,2,250000
395,"3777 NE Peachtree Road  Unit: 1013Atlanta, GA 30319",30319,DeKalb,1.0,1.0,,0.021,1996,1.0,1467,5100.0,2,250000
396,"6420 Cedar Hurst TrailAtlanta, GA 30349",30349,Fulton,3.0,2.5,1175.0,0.254,1972,,2539,0.0,2,250000
397,"118 Maison Place NWAtlanta, GA 30327",30327,Fulton,2.0,2.0,1100.0,0.025,1968,9.0,3879,607.0,2,250000
