,address,zip,county,bed,bath,sqft,lot_size,year_built,amenities,annual_taxes,annual_assoc_fee,schools,price
1709,"4415 Jett Road NWAtlanta, GA 30327",30327,Fulton,6.0,6.5,5496.0,0.57,2004,8.0,0,0.0,2,2250000
1710,"3171 Habersham Road NWAtlanta, GA 30305",30305,Fulton,5.0,4.5,6771.0,0.909,1940,3.0,27867,0.0,2,2250000
1711,"697 Kendall Street NEAtlanta, GA 30312",30312,Fulton,4.0,5.0,,0.117,2020,5.0,18182,0.0,2,2250000
1712,"1290 W Wesley Road NWAtlanta, GA 30327",30327,Fulton,4.0,4.5,5804.0,1.6,1937,9.0,27747,0.0,2,2295000
1713,"3140 W Andrews DriveAtlanta, GA 30305",30305,Fulton,4.0,6.0,4970.0,0.972,1940,3.0,29332,0.0,2,2350000
1714,"1225 Holly Street Nw Units A And BAtlanta, GA 30318",30318,Fulton,,,,0.27,2023,4.0,0,0.0,2,2365000
1715,"1608 Nancy Creek Ridge NWAtlanta, GA 30327",30327,Fulton,5.0,4.0,4406.0,2.15,1983,,14556,0.0,2,2395000
1716,"603 Boulevard SEAtlanta, GA 30312",30312,Fulton,7.0,5.5,4916.0,0.651,1893,6.0,9507,0.0,2,2399000
1717,"704 Durant Place NEAtlanta, GA 30308",30308,Fulton,,,,0.104,1985,6.0,6804,0.0,2,2399900
1718,"8186 Hewlett RoadAtlanta, GA 30350",30350,Fulton,6.0,7.0,8079.0,1.48,2004,,13676,2000.0,2,2400000
1719,"1585 S Ponce De Leon #mh2 AvenueAtlanta, GA 30307",30307,DeKalb,6.0,6.5,4495.0,0.12,2022,7.0,0,8604.0,2,2425000
1720,"346 Woodward Way NWAtlanta, GA 30305",30305,Fulton,4.0,3.5,3098.0,0.344,1945,2.0,26131,0.0,2,2450000
1721,"11 Palisades Road NEAtlanta, GA 30309",30309,Fulton,4.0,3.5,4000.0,0.434,1920,8.0,26488,0.0,2,2490000
1722,"748 Charles Allen Drive NEAtlanta, GA 30308",30308,Fulton,4.0,4.5,,0.172,2024,4.0,4189,0.0,2,2495000
1723,"82 Blackland Road NWAtlanta, GA 30342",30342,Fulton,6.0,7.5,,0.638,1996,1.0,31845,0.0,2,2495000
1724,"3673 Randall Mill Road NWAtlanta, GA 30327",30327,Fulton,7.0,7.0,10000.0,1.187,1969,,27231,0.0,2,2495000
1725,"2659 Old Wesley Place NWAtlanta, GA 30327",30327,Fulton,6.0,6.0,8625.0,0.541,2003,,42285,500.0,2,2499900
1726,"1266 Briardale LaneAtlanta, GA 30306",30306,DeKalb,5.0,4.5,,0.3,2023,7.0,5447,0.0,2,2499900
1727,"3040 Wallace Circle SEAtlanta, GA 30339",30339,Cobb,5.0,6.5,7507.0,0.541,2011,,14513,0.0,2,2499900
1728,"3107 Peachtree Road NE Unit: 1405Atlanta, GA 30305",30305,Fulton,3.0,2.5,2492.0,,2019,6.0,26847,2267.0,2,2500000
1729,"695 Moores Mill Road NWAtlanta, GA 30327",30327,Fulton,5.0,5.0,4574.0,0.57,2023,1.0,3019,0.0,2,2500000
1730,"3107 Peachtree Road NE Unit: 1405Atlanta, GA 30305",30305,Fulton,3.0,2.5,2492.0,,2019,6.0,26847,2267.0,2,2500000
1731,"695 Moores Mill Road NWAtlanta, GA 30327",30327,Fulton,5.0,5.0,4574.0,0.57,2023,1.0,3019,0.0,2,2500000
1732,"3134A W Roxboro Road NEAtlanta, GA 30324",30324,Fulton,4.0,4.0,3528.0,0.479,1945,,3699,0.0,2,2553360
1733,"3112 Argonne Drive NWAtlanta, GA 30305",30305,Fulton,6.0,6.5,5036.0,0.415,2023,2.0,11722,0.0,2,2595000
1734,"850 Camden Park CourtAtlanta, GA 30342",30342,Fulton,5.0,5.5,,0.42,2007,,18952,0.0,2,2600000
1735,"1224 Beech Haven Road NEAtlanta, GA 30324",30324,DeKalb,5.0,6.0,5000.0,0.5,2023,4.0,8126,0.0,2,2600000
1736,"3085 Rhodenhaven Drive NWAtlanta, GA 30327",30327,Fulton,6.0,6.0,6718.0,0.503,2017,1.0,35430,0.0,2,2600000
1737,"4075 Peachtree Dunwoody Road NEAtlanta, GA 30319",30319,Fulton,5.0,4.5,4919.0,0.57,2019,,26940,0.0,2,2600000
1738,"355 Allison Drive NEAtlanta, GA 30342",30342,Fulton,5.0,6.5,6038.0,1.605,2019,2.0,21939,0.0,2,2650000
1739,"40 12th NE Unit: 1906Atlanta, GA 30309",30309,Fulton,4.0,3.5,2537.0,,2021,7.0,0,25788.0,2,2651991
1740,"1007 Battle Creek Way NWAtlanta, GA 30327",30327,Fulton,5.0,6.0,5532.0,0.461,2023,5.0,0,700.0,2,2675000
1741,"675 Sherwood #b NEAtlanta, GA 30324",30324,Fulton,4.0,4.5,4450.0,0.253,2024,5.0,10566,0.0,2,2675000
1742,"104 SheridanAtlanta, GA 30305",30305,Fulton,4.0,4.5,4443.0,,2024,5.0,0,3456.0,2,2679000
1743,"2731 Arden NWAtlanta, GA 30327",30327,Fulton,6.0,6.5,7470.0,0.413,2023,,24769,0.0,2,2699000
1744,"2571 Sharondale Drive NEAtlanta, GA 30305",30305,Fulton,6.0,6.0,6200.0,0.263,2023,1.0,9907,0.0,2,2699999
1745,"840 Camden Park CourtAtlanta, GA 30342",30342,Fulton,6.0,7.5,8950.0,0.43,2006,3.0,14394,0.0,2,2700000
1746,"1245 Brook Forest Drive NEAtlanta, GA 30324",30324,DeKalb,5.0,6.0,6500.0,0.5,2022,4.0,5685,250.0,2,2700000
1747,"906 Winall Down Road NEAtlanta, GA 30319",30319,Fulton,5.0,5.0,5500.0,0.463,2019,1.0,21114,0.0,2,2700000
1748,"4362 Wieuca LOT 5 Road NEAtlanta, GA 30342",30342,Fulton,6.0,6.0,,0.25,2024,,7853,0.0,2,2750000
1749,"4362 Wieuca LOT 6 Road NEAtlanta, GA 30342",30342,Fulton,6.0,6.0,,0.29,2024,,7853,0.0,2,2750000
1750,"679 Moores Mill Road NWAtlanta, GA 30327",30327,Fulton,5.0,4.5,4872.0,0.74,2023,1.0,0,0.0,2,2750000
1751,"400 Beverly Road NEAtlanta, GA 30309",30309,Fulton,4.0,6.0,6515.0,0.325,1999,3.0,30761,0.0,2,2750000
1752,"4016 Whittington Drive NEAtlanta, GA 30342",30342,Fulton,5.0,6.0,6606.0,0.61,2003,,8848,0.0,2,2750000
1753,"4362 Wieuca LOT 5 Road NEAtlanta, GA 30342",30342,Fulton,6.0,6.0,,0.25,2024,,7853,0.0,2,2750000
1754,"4362 Wieuca LOT 6 Road NEAtlanta, GA 30342",30342,Fulton,6.0,6.0,,0.29,2024,,7853,0.0,2,2750000
1755,"679 Moores Mill Road NWAtlanta, GA 30327",30327,Fulton,5.0,4.5,4872.0,0.74,2023,1.0,0,0.0,2,2750000
1756,"400 Beverly Road NEAtlanta, GA 30309",30309,Fulton,4.0,6.0,6515.0,0.325,1999,3.0,30761,0.0,2,2750000
1757,"4016 Whittington Drive NEAtlanta, GA 30342",30342,Fulton,5.0,6.0,6606.0,0.61,2003,,8848,0.0,2,2750000
1758,"1442 W Wesley Road NWAtlanta, GA 30327",30327,Fulton,4.0,5.5,5824.0,1.73,2011,3.0,25001,0.0,2,2795000
1759,"1384 Lavista Road NEAtlanta, GA 30324",30324,DeKalb,5.0,6.0,4141.0,0.6,1948,4.0,6521,0.0,2,2799000
1760,"687 Moores Mill Road NWAtlanta, GA 30327",30327,Fulton,5.0,4.5,4872.0,0.8,2023,1.0,8413,0.0,2,2895000
1761,"1138 Moores Mill RoadAtlanta, GA 30327",30327,Fulton,5.0,4.5,7210.0,2.77,2023,,5469,0.0,2,2900000
1762,"3344 Peachtree Road NE Unit: 4201Atlanta, GA 30326",30326,Fulton,2.0,2.5,3240.0,0.074,2008,6.0,31879,40788.0,2,2925000
1763,"4263 Irma CourtAtlanta, GA 30327",30327,Fulton,5.0,7.0,9800.0,1.003,2002,2.0,35365,1000.0,2,2950000
1764,"4595 E CONWAY Drive NWAtlanta, GA 30327",30327,Fulton,7.0,6.5,7400.0,0.779,2007,,33239,0.0,2,2960000
1765,"4152 Club DriveAtlanta, GA 30319",30319,Fulton,6.0,6.5,,0.567,2023,,11696,0.0,2,2995000
1766,"10 The Prado NEAtlanta, GA 30309",30309,Fulton,5.0,5.5,3974.0,0.109,2021,6.0,29040,0.0,2,2995000
1767,"3602 Nancy Creek Road NWAtlanta, GA 30327",30327,Fulton,4.0,6.0,5873.0,2.25,2000,,35178,0.0,2,2995800
1768,"454 Beverly Road NEAtlanta, GA 30309",30309,Fulton,5.0,5.5,4500.0,0.3,2023,8.0,5342,0.0,2,2999000
1769,"841 Camden Park CourtAtlanta, GA 30342",30342,Fulton,6.0,7.0,7990.0,0.41,2007,3.0,32871,400.0,2,3000000
1770,"841 Camden Park CourtAtlanta, GA 30342",30342,Fulton,6.0,7.0,7990.0,0.41,2007,3.0,32871,400.0,2,3000000
1771,"3107 NE Peachtree Road  Unit: 1701Atlanta, GA 30305",30305,Fulton,3.0,2.5,3290.0,0.08,2019,5.0,17559,33840.0,2,3049999
1772,"830 Camden Park Court NEAtlanta, GA 30342",30342,Fulton,5.0,5.5,7177.0,0.44,2007,2.0,29725,0.0,2,3150000
1773,"25 Old PowersAtlanta, GA 30327",30327,Fulton,5.0,7.0,6546.0,0.909,1980,4.0,24087,0.0,2,3150000
1774,"3155 Arden Road NWAtlanta, GA 30305",30305,Fulton,6.0,5.5,7700.0,0.772,2007,2.0,26631,0.0,2,3200000
1775,"754 Myrtle NEAtlanta, GA 30308",30308,Fulton,6.0,5.0,6000.0,0.269,1920,,12924,0.0,2,3295000
1776,"2560 Brookdale Drive NWAtlanta, GA 30305",30305,Fulton,4.0,6.0,6758.0,0.79,2015,3.0,28297,0.0,2,3295000
1777,"4411 Lake Forrest Drive NEAtlanta, GA 30342",30342,Fulton,6.0,7.0,9125.0,0.62,2007,7.0,38187,0.0,2,3295000
1778,"217 15th Street NEAtlanta, GA 30309",30309,Fulton,5.0,4.5,5457.0,0.433,1910,6.0,29548,0.0,2,3295000
1779,"1095 Curry DriveAtlanta, GA 30342",30342,Fulton,6.0,7.0,8554.0,0.701,2024,2.0,2730,0.0,2,3365000
1780,"1480 Mount Paran Road NWAtlanta, GA 30327",30327,Fulton,6.0,6.5,7221.0,1.332,2023,4.0,14285,0.0,2,3395000
1781,"1960 Wellbourne Drive NEAtlanta, GA 30324",30324,Fulton,7.0,5.5,7878.0,0.425,2023,4.0,8591,0.0,2,3450000
1782,"2312 Montview Drive NWAtlanta, GA 30305",30305,Fulton,5.0,5.5,5000.0,0.241,1940,3.0,47492,0.0,2,3495000
1783,"393 W Wesley Road NWAtlanta, GA 30305",30305,Fulton,5.0,5.5,6342.0,4.3,1930,5.0,41542,0.0,2,3500000
1784,"1531 MorningsideAtlanta, GA 30306",30306,Fulton,6.0,4.5,6200.0,0.443,1928,6.0,22073,0.0,2,3500000
1785,"393 W Wesley Road NWAtlanta, GA 30305",30305,Fulton,5.0,5.5,6342.0,4.3,1930,5.0,41542,0.0,2,3500000
1786,"1531 MorningsideAtlanta, GA 30306",30306,Fulton,6.0,4.5,6200.0,0.443,1928,6.0,22073,0.0,2,3500000
1787,"80 Inman NEAtlanta, GA 30309",30309,Fulton,5.0,6.0,6576.0,0.263,2006,6.0,28789,0.0,1,3695000
1788,"350 Peachtree Battle Avenue NWAtlanta, GA 30305",30305,Fulton,6.0,6.5,,0.58,1939,3.0,21487,0.0,2,3750000
1789,"4063 Rickenbacker Drive NEAtlanta, GA 30342",30342,Fulton,6.0,5.5,6245.0,0.491,2024,2.0,3251,0.0,2,3750000
1790,"155 Pine Lake DriveAtlanta, GA 30327",30327,Fulton,6.0,7.0,7400.0,0.505,2023,2.0,18794,0.0,2,3750000
1791,"350 Peachtree Battle Avenue NWAtlanta, GA 30305",30305,Fulton,6.0,6.5,,0.58,1939,3.0,21487,0.0,2,3750000
1792,"4063 Rickenbacker Drive NEAtlanta, GA 30342",30342,Fulton,6.0,5.5,6245.0,0.491,2024,2.0,3251,0.0,2,3750000
1793,"155 Pine Lake DriveAtlanta, GA 30327",30327,Fulton,6.0,7.0,7400.0,0.505,2023,2.0,18794,0.0,2,3750000
1794,"3180 Arden Road NWAtlanta, GA 30305",30305,Fulton,5.0,5.5,,0.814,1937,2.0,22315,0.0,2,3895000
1795,"1753 Merton Road NEAtlanta, GA 30306",30306,Fulton,5.0,7.0,9892.0,0.494,2010,4.0,24906,0.0,2,3900000
1796,"3939 Ivy Road NEAtlanta, GA 30342",30342,Fulton,5.0,5.5,6400.0,0.62,2023,4.0,5187,0.0,2,3995000
1797,"904 Plymouth Road NEAtlanta, GA 30306",30306,Fulton,6.0,7.0,6338.0,0.22,2023,6.0,10220,0.0,2,3995000
1798,"84 Wakefield DriveAtlanta, GA 30309",30309,Fulton,6.0,6.5,6700.0,0.27,2011,7.0,37122,0.0,2,4050000
1799,"500 Emily ReedAtlanta, GA 30342",30342,Fulton,6.0,6.5,,0.52,2024,6.0,0,0.0,2,4100000
1800,"4680 Polo Lane SEAtlanta, GA 30339",30339,Cobb,1.0,1.0,576.0,5.5,1990,,19195,0.0,2,4200000
1801,"3875 Tuxedo Road NWAtlanta, GA 30342",30342,Fulton,6.0,7.5,9906.0,2.6,2018,,62755,0.0,2,4250000
1802,"3875 Tuxedo Road NWAtlanta, GA 30342",30342,Fulton,6.0,7.5,9906.0,2.6,2018,,62755,0.0,2,4250000
1803,"3270 W Paces Park Drive NWAtlanta, GA 30327",30327,Fulton,4.0,6.0,,1.742,2007,2.0,50497,0.0,2,4500000
1804,"4099 Randall Mill NWAtlanta, GA 30327",30327,Fulton,5.0,5.5,6600.0,1.366,2019,2.0,56686,0.0,2,4500000
1805,"4440 Northside Drive NWAtlanta, GA 30327",30327,Fulton,6.0,7.0,10728.0,2.2,2008,2.0,59373,0.0,2,4500000
1806,"299 The PradoAtlanta, GA 30309",30309,Fulton,7.0,8.5,7142.0,0.244,2022,3.0,13048,0.0,2,4500000
1807,"3270 W Paces Park Drive NWAtlanta, GA 30327",30327,Fulton,4.0,6.0,,1.742,2007,2.0,50497,0.0,2,4500000
1808,"4099 Randall Mill NWAtlanta, GA 30327",30327,Fulton,5.0,5.5,6600.0,1.366,2019,2.0,56686,0.0,2,4500000
1809,"4440 Northside Drive NWAtlanta, GA 30327",30327,Fulton,6.0,7.0,10728.0,2.2,2008,2.0,59373,0.0,2,4500000
1810,"299 The PradoAtlanta, GA 30309",30309,Fulton,7.0,8.5,7142.0,0.244,2022,3.0,13048,0.0,2,4500000
1811,"88 W PACES FERRY Road NW Unit: 2140Atlanta, GA 30305",30305,Fulton,2.0,2.0,3807.0,0.094,2010,6.0,44457,4254.0,2,4630000
1812,"263 Blanton Road NWAtlanta, GA 30342",30342,Fulton,6.0,7.0,8044.0,0.6,2024,9.0,15189,0.0,2,4649000
1813,"3625 Tuxedo Road NWAtlanta, GA 30305",30305,Fulton,6.0,8.5,,1.72,1955,3.0,59086,0.0,2,4750000
1814,"1050 E Club Lane NEAtlanta, GA 30319",30319,Fulton,4.0,4.0,,1.16,1935,9.0,11173,0.0,2,4750000
1815,"3625 Tuxedo Road NWAtlanta, GA 30305",30305,Fulton,6.0,8.5,,1.72,1955,3.0,59086,0.0,2,4750000
1816,"1050 E Club Lane NEAtlanta, GA 30319",30319,Fulton,4.0,4.0,,1.16,1935,9.0,11173,0.0,2,4750000
1817,"1033 Reeder CircleAtlanta, GA 30306",30306,Fulton,6.0,8.0,8909.0,0.49,2023,5.0,16554,0.0,2,4775000
1818,"312 Blackland Road NWAtlanta, GA 30342",30342,Fulton,8.0,9.5,17390.0,1.322,2023,,28099,0.0,2,4995000
1819,"876 Crest Valley DriveAtlanta, GA 30327",30327,Fulton,6.0,7.0,10937.0,2.0,2004,1.0,36111,0.0,2,4996000
1820,"4960 Butner RoadAtlanta, GA 30349",30349,Fulton,6.0,7.5,,7.92,2006,,17060,0.0,2,5000000
1821,"4960 Butner RoadAtlanta, GA 30349",30349,Fulton,6.0,7.5,,7.92,2006,,17060,0.0,2,5000000
1822,"3914 The Highlands NWAtlanta, GA 30327",30327,Fulton,7.0,8.0,10734.0,2.14,1994,2.0,32433,0.0,2,5099500
1823,"88 W Paces Ferry  Unit: 2230Atlanta, GA 30305",30305,Fulton,2.0,2.0,3807.0,0.087,2010,7.0,41739,0.0,2,5100000
1824,"3040 West Pine Valley NWAtlanta, GA 30305",30305,Fulton,5.0,6.0,6533.0,0.547,2024,2.0,6129,0.0,2,5250000
1825,"1734 Randall MillAtlanta, GA 30327",30327,Fulton,6.0,7.5,8832.0,1.038,2017,1.0,48174,3500.0,2,5250000
1826,"3040 West Pine Valley NWAtlanta, GA 30305",30305,Fulton,5.0,6.0,6533.0,0.547,2024,2.0,6129,0.0,2,5250000
1827,"1734 Randall MillAtlanta, GA 30327",30327,Fulton,6.0,7.5,8832.0,1.038,2017,1.0,48174,3500.0,2,5250000
1828,"4370 Paran Place NWAtlanta, GA 30327",30327,Fulton,6.0,9.5,12788.0,1.036,2007,,56978,0.0,2,5290000
1829,"3107 Peachtree Road NE Unit: PH3Atlanta, GA 30305",30305,Fulton,4.0,3.5,4527.0,0.104,2019,8.0,74150,0.0,2,5300000
1830,"1185 Mount Paran Road NWAtlanta, GA 30327",30327,Fulton,7.0,9.0,13500.0,1.33,2012,2.0,72445,0.0,2,5450000
1831,"3876 Parian Ridge Road NWAtlanta, GA 30327",30327,Fulton,7.0,9.0,9464.0,2.13,2023,3.0,12873,0.0,2,5495000
1832,"2485 W Wesley Road NWAtlanta, GA 30327",30327,Fulton,7.0,8.0,10869.0,5.01,1979,2.0,63542,0.0,2,5499000
1833,"3111 Wesley Court NWAtlanta, GA 30327",30327,Fulton,7.0,9.0,9030.0,1.017,2015,2.0,58364,295.0,2,5499000
1834,"4390 Paran Place NWAtlanta, GA 30327",30327,Fulton,8.0,10.5,12337.0,1.18,2023,,9928,0.0,2,7000000
1835,"3364 Knollwood Drive NWAtlanta, GA 30305",30305,Fulton,5.0,6.5,10522.0,0.98,2024,2.0,10564,0.0,2,7250000
1836,"4660 Jett RoadAtlanta, GA 30327",30327,Fulton,7.0,9.5,15857.0,2.88,2005,6.0,49294,0.0,2,7750000
1837,"3483 Ridgewood Road NWAtlanta, GA 30327",30327,Fulton,7.0,10.0,13281.0,3.65,2013,2.0,37691,0.0,2,7850000
