,address,zip,county,bed,bath,sqft,lot_size,year_built,amenities,annual_taxes,annual_assoc_fee,schools,price,lat,long
1464,"1494 Red Fox Drive NE Unit: AAtlanta, GA 30306",30306,DeKalb,3.0,2.5,,0.125,2018,6.0,10740,7908.0,2,925000,33.7954191,-84.33528559999999
1465,"98 Whitefoord Avenue NE Unit: AAtlanta, GA 30307",30307,DeKalb,4.0,3.5,2252.0,0.1,2023,7.0,1032,0.0,2,925000,33.7562704,-84.34241440000001
1466,"494 Old WheatAtlanta, GA 30312",30312,Fulton,,,,0.113,1998,5.0,8376,0.0,2,927000,33.75598799999999,-84.3713998
1467,"1331 SE Diamond AvenueAtlanta, GA 30316",30316,DeKalb,5.0,3.5,,0.3,2022,,6541,0.0,2,930000,33.7172388,-84.3359498
1468,"318 Sandy Springs Circle  Unit: 110Atlanta, GA 30328",30328,Fulton,1.0,1.5,1687.0,,2024,5.0,0,11528.0,2,930000,33.9270754,-84.38176159999999
1469,"2071 Deborah Drive NEAtlanta, GA 30345",30345,DeKalb,4.0,3.0,,0.4,1964,,8922,0.0,2,935000,33.8439602,-84.276805
1470,"3794 Allegretto CircleAtlanta, GA 30339",30339,Cobb,5.0,4.5,3578.0,0.04,2021,5.0,5583,250.0,2,939000,33.8577934,-84.4779446
1471,"689 Exchange Street SEAtlanta, GA 30315",30315,Fulton,4.0,3.5,2422.0,,2023,7.0,1,185.0,2,944900,33.7359391,-84.3869581
1472,"3041 Riverbrooke CourtAtlanta, GA 30339",30339,Cobb,5.0,5.0,,0.18,2007,4.0,8271,3420.0,2,949900,33.9146356,-84.4639854
1473,"2082 Wrights Mill Circle NEAtlanta, GA 30324",30324,DeKalb,4.0,4.0,3514.0,0.2,2000,,7393,1860.0,2,949999,33.843431,-84.3445509
1474,"976 Memorial Walk SEAtlanta, GA 30316",30316,Fulton,4.0,4.5,2725.0,0.024,2018,5.0,13144,4200.0,2,950000,33.7463891,-84.35517019999999
1475,"3286 Northside Parkway NW Unit: 607Atlanta, GA 30327",30327,Fulton,3.0,3.5,3866.0,0.089,2001,3.0,13447,0.0,2,950000,33.8442496,-84.4263811
1476,"201 Riversgate DriveAtlanta, GA 30339",30339,Fulton,4.0,5.0,,0.044,2008,6.0,6425,0.0,2,950000,33.9026189,-84.4379381
1477,"2950 Mount Wilkinson Parkway SE Unit: 703Atlanta, GA 30339",30339,Cobb,2.0,2.5,2281.0,0.03,2006,7.0,2277,1009.0,2,950000,33.8694068,-84.4676265
1478,"550 N Highland Avenue NE Unit: 4Atlanta, GA 30307",30307,Fulton,3.0,3.5,,0.02,2019,4.0,10642,0.0,2,950000,33.77027210000001,-84.3527261
1479,"281 15th Street NE Unit: 201Atlanta, GA 30309",30309,Fulton,2.0,2.0,1600.0,0.037,2015,5.0,13514,940.0,2,950000,33.7881506,-84.3779153
1480,"537 Winton Terrace NEAtlanta, GA 30308",30308,Fulton,4.0,3.0,2300.0,0.221,1920,5.0,13541,0.0,2,953000,33.7683088,-84.3696001
1481,"1010 Forest Overlook DriveAtlanta, GA 30331",30331,Fulton,5.0,5.0,6851.0,0.43,2000,3.0,5287,750.0,2,959900,33.7219013,-84.5470611
1482,"1560 New Street NEAtlanta, GA 30307",30307,DeKalb,4.0,3.0,2774.0,0.1,2018,6.0,2532,0.0,2,960000,33.759412,-84.3364361
1483,"2833 Paces Lookout SEAtlanta, GA 30339",30339,Cobb,3.0,3.5,3180.0,0.027,2008,6.0,9639,5916.0,2,965000,33.8648342,-84.47357670000001
1484,"4610 Vinings Canyon BendAtlanta, GA 30339",30339,Cobb,5.0,4.5,4131.0,0.203,2019,5.0,10325,1700.0,2,975000,33.8428919,-84.4770834
1485,"2295 Shenandoah Avenue NEAtlanta, GA 30305",30305,Fulton,3.0,5.0,3376.0,0.172,1930,7.0,8616,0.0,2,975000,33.8196838,-84.3822828
1486,"2114 Memorial Drive SEAtlanta, GA 30317",30317,DeKalb,4.0,4.5,,0.257,2022,,4252,0.0,2,975000,33.747717,-84.31857699999999
1487,"3254 BOLERO PLACEAtlanta, GA 30341",30341,DeKalb,5.0,3.5,3600.0,0.4,1983,,5388,0.0,2,985000,33.867008,-84.2551453
1488,"197 Wilbur Avenue NE Unit: AAtlanta, GA 30307",30307,Fulton,4.0,3.0,,0.223,2022,,2827,0.0,2,989000,33.7486026,-84.3531946
1489,"49 Avery DriveAtlanta, GA 30309",30309,Fulton,2.0,1.5,,0.275,1874,4.0,12481,0.0,2,989000,33.7956851,-84.37226299999999
1490,"542 Rankin NE Unit: AAtlanta, GA 30308",30308,Fulton,3.0,4.0,3092.0,0.105,2006,,17572,0.0,2,989999,33.767598,-84.36944280000002
1491,"1112 NE SHEPHERDSAtlanta, GA 30324",30324,DeKalb,5.0,4.0,,0.2,2022,1.0,4314,0.0,2,990000,33.81842,-84.3594626
1492,"3685 Peachtree Road NE Unit: 10Atlanta, GA 30319",30319,Fulton,4.0,3.5,,0.06,1984,6.0,9954,4200.0,2,990000,33.85408220000001,-84.353974
1493,"1301 Peachtree Street NE Unit: 1CAtlanta, GA 30309",30309,Fulton,1.0,2.0,1212.0,0.2,2017,5.0,9250,0.0,2,995000,33.7902683,-84.3846106
1494,"4425 Paces Battle NWAtlanta, GA 30327",30327,Fulton,4.0,3.5,3232.0,0.139,1980,4.0,0,0.0,2,995000,33.8658147,-84.45347699999999
1495,"794 Penn Avenue NEAtlanta, GA 30308",30308,Fulton,,,,0.144,1958,7.0,6854,0.0,2,995000,33.7763754,-84.3790061
1496,"2726 Vinings Orchard Circle SEAtlanta, GA 30339",30339,Cobb,5.0,5.0,3830.0,0.19,2014,1.0,9404,3360.0,2,995000,33.8387664,-84.4715181
1497,"29 Mooregate NWAtlanta, GA 30327",30327,Fulton,2.0,3.0,,0.053,1974,4.0,7705,11748.0,2,995000,33.842865,-84.4089319
1498,"486 Parkway Drive NEAtlanta, GA 30308",30308,Fulton,3.0,3.5,2796.0,0.132,2017,7.0,11428,0.0,2,999000,33.7675648,-84.3735071
1499,"620 Kennesaw Avenue NEAtlanta, GA 30308",30308,Fulton,3.0,2.0,,0.146,1940,5.0,12658,0.0,2,999000,33.7715045,-84.37060819999999
1500,"197 Wilbur Avenue NE Unit: BAtlanta, GA 30307",30307,Fulton,4.0,3.0,2200.0,0.223,2022,,2827,0.0,2,999900,33.7486026,-84.3531946
1501,"968 Memorial Walk SEAtlanta, GA 30316",30316,Fulton,4.0,4.5,3390.0,0.024,2018,6.0,17268,4200.0,2,999999,33.746406,-84.3555399
1502,"4041 Annecy Drive SWAtlanta, GA 30331",30331,Fulton,5.0,4.5,5200.0,0.373,2015,4.0,10855,2000.0,2,1000000,33.7035003,-84.5277483
1503,"1280 W Peachtree Street NW Unit: 4002Atlanta, GA 30309",30309,Fulton,3.0,2.5,2297.0,0.05,1989,6.0,15051,15996.0,2,1000000,33.7896852,-84.38880449999999
1504,"4041 Annecy Drive SWAtlanta, GA 30331",30331,Fulton,5.0,4.5,5200.0,0.373,2015,4.0,10855,2000.0,2,1000000,33.7035003,-84.5277483
1505,"1280 W Peachtree Street NW Unit: 4002Atlanta, GA 30309",30309,Fulton,3.0,2.5,2297.0,0.05,1989,6.0,15051,15996.0,2,1000000,33.7896852,-84.38880449999999
1506,"470 Trabert Avenue NWAtlanta, GA 30309",30309,Fulton,5.0,4.0,3300.0,0.189,1945,8.0,16577,0.0,2,1025000,33.7945305,-84.40310819999999
1507,"420 LakeshoreAtlanta, GA 30307",30307,DeKalb,4.0,3.0,2850.0,0.2,1995,6.0,300,0.0,2,1039900,33.7657125,-84.325834
1508,"425 Holderness Street SWAtlanta, GA 30310",30310,Fulton,,,,0.176,1969,,6310,0.0,2,1050000,33.7434836,-84.4273395
1509,"240A Spence Avenue SEAtlanta, GA 30317",30317,Fulton,4.0,3.5,1674.0,0.26,2023,,342,0.0,2,1051800,33.746402,-84.2960839
1510,"482 Parkway NEAtlanta, GA 30308",30308,Fulton,4.0,5.0,3600.0,0.122,2019,4.0,12483,0.0,2,1060000,33.767431,-84.373565
1511,"675 Drewry Street NE Unit: 201Atlanta, GA 30306",30306,Fulton,2.0,2.5,1502.0,,2022,4.0,0,9252.0,2,1072900,33.7774957,-84.36517169999999
1512,"886 Custer Avenue SEAtlanta, GA 30316",30316,Fulton,6.0,4.5,4400.0,0.413,2021,2.0,3000,0.0,2,1079000,33.7175333,-84.35942159999999
1513,"2742 Alpine Road NEAtlanta, GA 30305",30305,Fulton,3.0,1.0,,0.32,1945,6.0,4699,0.0,2,1090000,33.829407,-84.36823129999999
1514,"111 Putnam Circle NEAtlanta, GA 30342",30342,Fulton,1.0,1.0,1842.0,0.922,1950,,7557,0.0,2,1095000,33.8596671,-84.3836298
1515,"2059 Howell Mill Road NWAtlanta, GA 30318",30318,Fulton,4.0,3.5,,0.276,1988,5.0,12602,0.0,2,1099000,33.8114118,-84.4128758
1516,"271 Lindbergh Drive NEAtlanta, GA 30305",30305,Fulton,4.0,3.0,,0.18,1928,,9830,0.0,2,1099000,33.8225799,-84.3787027
1517,"677 Vidalia LaneAtlanta, GA 30318",30318,Fulton,3.0,4.0,2827.0,,2022,,0,3720.0,2,1100000,33.7839721,-84.410196
1518,"2185 William WayAtlanta, GA 30345",30345,DeKalb,3.0,2.5,2201.0,0.087,2024,7.0,1,4020.0,2,1100000,33.8410043,-84.300145
1519,"539 East Avenue NEAtlanta, GA 30312",30312,Fulton,3.0,2.5,2663.0,0.129,2006,5.0,7254,0.0,2,1100000,33.7630147,-84.3695865
1520,"1264 Fowler Street NWAtlanta, GA 30318",30318,Fulton,5.0,5.5,3115.0,0.05,2005,4.0,13608,2760.0,2,1100000,33.7893297,-84.39344160000002
1521,"1516 NW Barrington CourtAtlanta, GA 30327",30327,Fulton,3.0,2.5,,0.301,1984,,13679,3000.0,2,1100000,33.837609,-84.4321394
1522,"689 Longleaf Drive NEAtlanta, GA 30342",30342,Fulton,4.0,3.5,,0.482,1957,4.0,9961,0.0,2,1100000,33.8557788,-84.36506899999999
1523,"244 EurekaAtlanta, GA 30305",30305,Fulton,,,,0.43,1935,,14642,0.0,2,1100000,33.8208271,-84.3793597
1524,"1803 NE Ridgewood DriveAtlanta, GA 30307",30307,DeKalb,5.0,3.0,3326.0,0.5,1937,,10018,0.0,2,1100000,33.7867849,-84.3158464
1525,"4029 Hazel Nut LaneAtlanta, GA 30342",30342,Fulton,3.0,3.5,3005.0,0.06,2022,,9281,1800.0,2,1100000,33.86666930000001,-84.3770603
1526,"675 Drewry Street NE Unit: 401Atlanta, GA 30306",30306,Fulton,2.0,2.5,1502.0,,2022,4.0,0,9252.0,2,1103900,33.7774957,-84.36517169999999
1527,"3280 Stillhouse Lane SE Unit: 411Atlanta, GA 30339",30339,Cobb,4.0,3.5,,0.1,2005,4.0,9609,13032.0,2,1125000,33.8741972,-84.46292059999999
1528,"805 Myrtle Street NEAtlanta, GA 30308",30308,Fulton,3.0,2.5,2727.0,0.13,1988,8.0,6958,0.0,2,1125000,33.776675,-84.3796266
1529,"1200 Ponce De Leon Avenue NE Unit: A7Atlanta, GA 30306",30306,DeKalb,3.0,4.0,3528.0,,2021,6.0,4304,13138.0,2,1149499,33.7746312,-84.3481662
1530,"3630 Peachtree Road NE Unit: 2207Atlanta, GA 30326",30326,Fulton,2.0,2.5,,0.038,2010,5.0,15094,19080.0,2,1149900,33.8558253,-84.35889329999999
1531,"1439 Van Vleck SEAtlanta, GA 30316",30316,DeKalb,4.0,3.5,,0.3,2023,,7225,0.0,2,1150000,33.7361369,-84.3401384
1532,"651 Vidalia LaneAtlanta, GA 30318",30318,Fulton,3.0,4.0,2827.0,,2022,,0,3720.0,2,1150000,33.783969,-84.4091492
1533,"200 Mellrich Avenue NEAtlanta, GA 30317",30317,DeKalb,5.0,4.5,,0.1,2022,,6968,0.0,2,1150000,33.7582625,-84.3130523
1534,"1225 Holly Street Nw Unit AAtlanta, GA 30318",30318,Fulton,5.0,4.5,3110.0,,2023,4.0,0,0.0,2,1170000,33.7882541,-84.3955959
1535,"775 Juniper Street NE Unit: 522Atlanta, GA 30308",30308,Fulton,3.0,2.5,1944.0,0.045,2020,8.0,12700,10264.0,2,1170000,33.7753625,-84.38255219999999
1536,"75 14th Street NE Unit: 3560Atlanta, GA 30309",30309,Fulton,2.0,2.5,1657.0,,1992,6.0,10033,0.0,2,1175000,33.7861678,-84.38530039999999
1537,"1210 E Beechwood NWAtlanta, GA 30327",30327,Fulton,3.0,3.0,,0.94,1967,3.0,13268,0.0,2,1175000,33.8538738,-84.4269908
1538,"1210 E Beechwood NWAtlanta, GA 30327",30327,Fulton,,,,0.94,1967,3.0,13268,0.0,2,1175000,33.8538738,-84.4269908
1539,"369 NE 5th Street NE Unit: A,B,CAtlanta, GA 30308",30308,Fulton,,,,0.138,1920,,12737,0.0,2,1175000,33.7717008,-84.3726049
1540,"1393 Boat RockAtlanta, GA 30331",30331,Fulton,7.0,6.5,8298.0,3.0,1990,,8720,0.0,2,1180000,33.7173962,-84.56031809999999
1541,"740 Moores Mill NWAtlanta, GA 30327",30327,Fulton,4.0,4.0,2489.0,0.632,1976,,10270,0.0,2,1189000,33.8420803,-84.4117883
1542,"1225 Holly Street Nw Unit BAtlanta, GA 30318",30318,Fulton,5.0,4.5,3294.0,,2023,4.0,0,0.0,2,1195000,33.7882541,-84.3955959
1543,"2500 Peachtree Road NW Unit: 506NAtlanta, GA 30305",30305,Fulton,2.0,2.5,2606.0,0.06,2000,6.0,14959,23925.0,2,1195000,33.8100052,-84.39386909999999
1544,"4044 Northside Drive NWAtlanta, GA 30342",30342,Fulton,4.0,4.0,,0.918,1955,,15655,0.0,2,1199000,33.8654485,-84.4061454
1545,"4044 Northside Drive NWAtlanta, GA 30342",30342,Fulton,4.0,4.0,3100.0,0.918,1955,,15655,0.0,2,1199000,33.8654485,-84.4061454
1546,"1111 Clifton NEAtlanta, GA 30307",30307,DeKalb,6.0,4.0,,0.5,1924,5.0,13431,0.0,2,1199000,33.7850652,-84.3237521
1547,"628 Kennesaw AvenueAtlanta, GA 30308",30308,Fulton,4.0,4.5,3332.0,0.167,2023,4.0,5525,0.0,2,1200000,33.7717454,-84.3705257
1548,"412 Ashwood AvenueAtlanta, GA 30315",30315,Fulton,4.0,6.0,5284.0,0.276,2019,,10953,0.0,2,1200000,33.7049003,-84.40277999999999
1549,"1275 Oxford Road NEAtlanta, GA 30306",30306,DeKalb,6.0,4.0,3444.0,0.3,1929,4.0,8496,0.0,2,1200000,33.7901535,-84.33142289999999
1550,"4217 Danforth Road SWAtlanta, GA 30331",30331,Fulton,6.0,5.5,5299.0,3.156,2023,4.0,1065,0.0,2,1200000,33.7263924,-84.5270725
1551,"3811 N Stratford Road NEAtlanta, GA 30342",30342,Fulton,4.0,3.5,2969.0,0.52,1955,3.0,13246,0.0,2,1200000,33.8602961,-84.3673894
1552,"307 Milledge Avenue SEAtlanta, GA 30312",30312,Fulton,5.0,4.0,3014.0,0.17,1904,7.0,11552,0.0,2,1200000,33.7387019,-84.37752139999999
1553,"5655 Lake Forest Drive NWAtlanta, GA 30342",30342,Fulton,6.0,3.0,,2.71,1959,2.0,0,0.0,2,1200000,33.9094256,-84.38666789999999
1554,"240 SE Patterson AvenueAtlanta, GA 30316",30316,DeKalb,5.0,5.5,3200.0,0.2,2023,,1095,0.0,2,1200000,33.74687770000001,-84.3430102
1555,"675 Drewry Street NE Unit: 302Atlanta, GA 30306",30306,Fulton,3.0,2.5,1712.0,,2022,4.0,0,10560.0,2,1212900,33.7774957,-84.36517169999999
1556,"620 Allen Court NWAtlanta, GA 30327",30327,Fulton,4.0,3.5,3563.0,0.75,1985,2.0,5101,0.0,2,1223700,33.8773095,-84.4075202
1557,"2131 Bellrick Road NWAtlanta, GA 30318",30318,Fulton,4.0,3.5,3580.0,0.107,2021,4.0,15453,3396.0,2,1225000,33.8143857,-84.42348969999999
1558,"40 12th NE Unit: 1102Atlanta, GA 30309",30309,Fulton,2.0,2.5,1652.0,,2021,7.0,1,16788.0,2,1234699,33.784818,-84.38642569999999
1559,"2660 Peachtree Road NW Unit: 38FAtlanta, GA 30305",30305,Fulton,2.0,2.0,,0.055,1987,4.0,12492,16992.0,2,1245000,33.8392462,-84.3795971
1560,"3344 Peachtree Road  Unit: 3303Atlanta, GA 30326",30326,Fulton,2.0,2.0,1662.0,0.038,2008,6.0,0,0.0,2,1250000,33.8470979,-84.3685737
1561,"3740 Peachtree Dunwoody Road NEAtlanta, GA 30342",30342,Fulton,4.0,3.5,,1.325,1890,,10246,0.0,2,1250000,33.85706589999999,-84.3589903
1562,"753 Darlington Circle NEAtlanta, GA 30305",30305,Fulton,5.0,4.5,4902.0,0.196,2013,6.0,17576,0.0,2,1250000,33.8342487,-84.3615787
1563,"2933 Margaret Mitchell Court NWAtlanta, GA 30327",30327,Fulton,7.0,6.5,,0.651,1970,,7297,0.0,2,1250000,33.8354971,-84.4267651
1564,"3344 Peachtree Road  Unit: 3303Atlanta, GA 30326",30326,Fulton,2.0,2.0,1662.0,0.038,2008,6.0,0,0.0,2,1250000,33.8470979,-84.3685737
1565,"3740 Peachtree Dunwoody Road NEAtlanta, GA 30342",30342,Fulton,4.0,3.5,,1.325,1890,,10246,0.0,2,1250000,33.85706589999999,-84.3589903
1566,"753 Darlington Circle NEAtlanta, GA 30305",30305,Fulton,5.0,4.5,4902.0,0.196,2013,6.0,17576,0.0,2,1250000,33.8342487,-84.3615787
1567,"2933 Margaret Mitchell Court NWAtlanta, GA 30327",30327,Fulton,7.0,6.5,,0.651,1970,,7297,0.0,2,1250000,33.8354971,-84.4267651
1568,"3325 Piedmont Road NE Unit: 2605Atlanta, GA 30305",30305,Fulton,3.0,3.0,2710.0,0.062,2008,7.0,15553,22140.0,2,1275000,33.8451658,-84.3715151
1569,"2164 James AlleyAtlanta, GA 30345",30345,DeKalb,5.0,4.0,3000.0,0.087,2023,7.0,3731,4020.0,2,1275000,33.8410281,-84.30051999999999
1570,"2587 Sunset DriveAtlanta, GA 30345",30345,DeKalb,4.0,5.5,3881.0,0.368,2023,4.0,16000,0.0,2,1295000,33.8538638,-84.28326129999999
1571,"2168 James AlleyAtlanta, GA 30345",30345,DeKalb,5.0,4.0,3000.0,0.087,2024,7.0,1,4020.0,2,1295000,33.8410281,-84.30051999999999
1572,"637 E Pelham Road NEAtlanta, GA 30324",30324,Fulton,5.0,3.0,2826.0,0.332,1940,7.0,16497,0.0,2,1295000,33.801293,-84.36631469999999
1573,"625 Home Avenue SEAtlanta, GA 30312",30312,Fulton,4.0,3.5,2482.0,0.192,2023,8.0,6828,960.0,2,1297000,33.7293207,-84.36705429999999
1574,"222 12th Street NE Unit: 1207Atlanta, GA 30309",30309,Fulton,2.0,2.5,1727.0,0.04,2008,5.0,8639,897.0,2,1298000,33.7846303,-84.3798237
1575,"1065 Peachtree Street NE Unit: 3103Atlanta, GA 30309",30309,Fulton,2.0,2.5,,,2010,3.0,20385,1275.0,2,1299000,33.7835524,-84.3833196
1576,"40 12th Street NE Unit: 1202Atlanta, GA 30309",30309,Fulton,2.0,2.5,1652.0,,2021,7.0,12000,15264.0,2,1299000,33.784818,-84.38642569999999
1577,"75 14th Street NE Unit: 3660Atlanta, GA 30309",30309,Fulton,3.0,2.5,2428.0,0.055,1992,6.0,15979,2191.0,2,1299900,33.7861678,-84.38530039999999
1578,"40 12th Street NE Unit: 1901Atlanta, GA 30309",30309,Fulton,2.0,2.0,1525.0,,2021,8.0,0,15504.0,2,1299950,33.784818,-84.38642569999999
1579,"165 6th Street  Unit: 3Atlanta, GA 30308",30308,Fulton,3.0,3.5,2654.0,0.051,2019,1.0,14637,3000.0,2,1300000,33.7770435,-84.381939
1580,"580 Windsor ParkwayAtlanta, GA 30342",30342,Fulton,5.0,4.0,,0.469,2014,2.0,11837,0.0,2,1300000,33.884771,-84.3685414
1581,"3640 Paces Valley Road NWAtlanta, GA 30327",30327,Fulton,4.0,3.5,3198.0,1.548,1960,1.0,7495,0.0,2,1300000,33.8540071,-84.41022889999999
1582,"2745 Ridgewood Road NWAtlanta, GA 30327",30327,Fulton,5.0,4.5,,1.845,1960,2.0,18066,0.0,2,1325000,33.8298996,-84.448731
1583,"651 Timm Valley Road NEAtlanta, GA 30305",30305,Fulton,6.0,5.0,3799.0,,2022,4.0,7831,0.0,2,1349000,33.8361638,-84.3648226
1584,"145 15th Street NE Unit: 1033Atlanta, GA 30309",30309,Fulton,3.0,3.0,,0.02,1974,4.0,3534,3200.0,2,1350000,33.7880065,-84.3821281
1585,"505 Holderness SWAtlanta, GA 30310",30310,Fulton,7.0,7.5,5100.0,0.427,1887,,88,0.0,2,1350000,33.7413224,-84.4276677
1586,"2660 Peachtree Road NW Unit: 11BAtlanta, GA 30305",30305,Fulton,2.0,2.0,,0.055,1987,4.0,7269,17568.0,2,1350000,33.8392462,-84.3795971
1587,"318 Sandy Springs  Unit: 260Atlanta, GA 30328",30328,Fulton,2.0,2.5,2231.0,,2024,5.0,0,15246.0,2,1350000,33.9270754,-84.38176159999999
1588,"652 Clifton Road NEAtlanta, GA 30307",30307,DeKalb,4.0,4.5,3436.0,0.2,1997,4.0,13440,310.0,2,1350000,33.7719227,-84.3331899
1589,"2621 Sunset DriveAtlanta, GA 30345",30345,DeKalb,5.0,5.5,3817.0,0.368,2023,4.0,16000,0.0,2,1359000,33.85397,-84.2827938
1590,"1957 Jessica LaneAtlanta, GA 30345",30345,DeKalb,4.0,3.5,3500.0,0.087,2024,7.0,3731,4020.0,2,1375000,33.8407877,-84.3001783
1591,"1964 Jessica LaneAtlanta, GA 30345",30345,DeKalb,5.0,4.0,3067.0,0.087,2024,7.0,3731,4020.0,2,1375000,33.8410858,-84.300446
1592,"2595 Sunset DriveAtlanta, GA 30345",30345,DeKalb,4.0,5.5,3881.0,0.368,2023,4.0,16000,0.0,2,1382100,33.8538976,-84.28312439999999
1593,"261 Mount Vernon Highway NWAtlanta, GA 30328",30328,Fulton,3.0,2.0,,2.0,1956,2.0,1920,0.0,2,1390000,33.9179267,-84.3959457
1594,"626 Darlington Road NEAtlanta, GA 30305",30305,Fulton,4.0,3.0,,0.26,1941,3.0,7283,0.0,2,1395000,33.8323033,-84.3669171
1595,"536 Moreland NEAtlanta, GA 30307",30307,Fulton,4.0,3.5,,0.092,1920,6.0,13178,0.0,2,1395000,33.7688792,-84.3493781
1596,"4385 Wieuca Road NEAtlanta, GA 30342",30342,Fulton,4.0,3.0,,0.47,1997,8.0,9809,0.0,2,1396000,33.872107,-84.37289229999999
1597,"3235 Roswell Road NE Unit: 506Atlanta, GA 30305",30305,Fulton,3.0,3.5,3364.0,0.077,1999,3.0,13488,21600.0,2,1399000,33.8438463,-84.37861190000001
1598,"543 Auburn Avenue NEAtlanta, GA 30312",30312,Fulton,3.0,3.5,,0.101,2004,,13469,0.0,2,1399000,33.7553631,-84.3696682
1599,"910 Lenox BoulevardAtlanta, GA 30324",30324,Fulton,3.0,3.5,3445.0,,2018,4.0,15323,0.0,2,1399000,33.82789229999999,-84.3541022
1600,"1616 Belle Isle Circle NEAtlanta, GA 30329",30329,DeKalb,5.0,4.5,,0.6,2022,,3499,0.0,2,1400000,33.8295321,-84.316874
1601,"3220 FARMINGTON Drive SEAtlanta, GA 30339",30339,Cobb,4.0,3.0,3682.0,1.007,1971,1.0,2345,0.0,2,1400000,33.8491284,-84.4601517
1602,"3885 Northside DriveAtlanta, GA 30342",30342,Fulton,6.0,5.5,4884.0,1.587,1957,6.0,24424,0.0,2,1400000,33.8614368,-84.4034571
1603,"3326 Paces Ferry Road NWAtlanta, GA 30327",30327,Fulton,5.0,4.0,,1.995,1952,,13958,0.0,2,1400000,33.8491849,-84.4349649
1604,"924 Peachtree Battle Avenue NWAtlanta, GA 30327",30327,Fulton,5.0,3.5,4900.0,0.563,1963,4.0,13325,0.0,2,1407500,33.8244697,-84.41749220000001
1605,"611 East Avenue NEAtlanta, GA 30312",30312,Fulton,3.0,3.5,2430.0,0.089,2019,1.0,16241,0.0,2,1425000,33.7630298,-84.36685829999999
1606,"2101 Howell Mill NWAtlanta, GA 30318",30318,Fulton,4.0,4.0,3981.0,0.353,2023,4.0,6140,0.0,2,1425000,33.8117555,-84.4132656
1607,"100 1st Avenue SEAtlanta, GA 30317",30317,DeKalb,5.0,4.5,3250.0,0.2,2024,7.0,1374,0.0,2,1445000,33.7493644,-84.3109137
1608,"83 E Andrews Drive NW Unit: 2Atlanta, GA 30305",30305,Fulton,3.0,3.5,,0.035,2016,3.0,18715,6000.0,2,1449900,33.843095,-84.3837891
1609,"57 Highland DriveAtlanta, GA 30305",30305,Fulton,5.0,4.0,4258.0,0.243,2002,,16518,0.0,2,1450000,33.8442688,-84.3665048
1610,"3344 Peachtree Road NE Unit: 2802Atlanta, GA 30326",30326,Fulton,2.0,2.0,1700.0,0.036,2008,4.0,12938,21828.0,2,1450000,33.8468775,-84.368714
1611,"550 Joseph E Lowery  Unit: 0Atlanta, GA 30314",30314,Fulton,,,,0.396,1960,,3766,0.0,2,1450000,33.740559,-84.417135
1612,"4030 Briarcliff RoadAtlanta, GA 30345",30345,DeKalb,4.0,5.5,3881.0,0.389,2023,4.0,16000,0.0,2,1461100,33.85351199999999,-84.2827045
1613,"2605 Sunset DriveAtlanta, GA 30345",30345,DeKalb,4.0,5.5,4123.0,0.368,2023,4.0,16000,0.0,2,1462200,33.8539275,-84.2830051
1614,"343 Sterling Street NEAtlanta, GA 30307",30307,DeKalb,4.0,3.0,3421.0,0.2,2006,4.0,3600,0.0,2,1470000,33.7636584,-84.344135
1615,"717 Myrtle Street NeAtlanta, GA 30308",30308,Fulton,4.0,3.5,,0.121,1920,5.0,1403,0.0,2,1480000,33.7741357,-84.37980549999999
1616,"456 Overbrook Drive NWAtlanta, GA 30318",30318,Fulton,5.0,4.5,2969.0,0.434,2017,6.0,8953,0.0,2,1495000,33.8121303,-84.4032929
1617,"792 Argonne AvenueAtlanta, GA 30308",30308,Fulton,4.0,4.0,3420.0,0.12,2020,6.0,7941,0.0,2,1495000,33.7762277,-84.3779225
1618,"3840 Wieuca Terrace NEAtlanta, GA 30342",30342,Fulton,5.0,4.5,,0.322,1940,2.0,11586,0.0,2,1499000,33.8600525,-84.3615779
1619,"3334 Peachtree Road NE Unit: 1209Atlanta, GA 30326",30326,Fulton,3.0,3.0,3246.0,0.056,1997,9.0,4975,9276.0,2,1499999,33.8462397,-84.3688196
1620,"1756 N Akin Drive NEAtlanta, GA 30345",30345,DeKalb,4.0,4.5,4100.0,0.5,2019,3.0,20666,0.0,2,1500000,33.8334638,-84.28667569999999
1621,"3667 Peachtree Road NE Unit: UNIT 6Atlanta, GA 30319",30319,Fulton,3.0,3.5,2500.0,0.031,2018,,7009,0.0,2,1500000,33.8540107,-84.35528889999999
1622,"3667 Peachtree Road NE Unit: 6Atlanta, GA 30319",30319,Fulton,3.0,3.5,2900.0,0.031,2019,,12145,0.0,2,1500000,33.8540107,-84.35528889999999
1623,"1106 Mantissa Street NWAtlanta, GA 30318",30318,Fulton,6.0,5.0,4771.0,0.3,2024,4.0,3086,0.0,2,1500000,33.8061637,-84.4246821
1624,"23 Paces West Drive NWAtlanta, GA 30327",30327,Fulton,3.0,3.0,2688.0,0.062,1929,7.0,8023,0.0,2,1500000,33.8519923,-84.42815999999999
1625,"1030 Rosedale Road NEAtlanta, GA 30306",30306,DeKalb,4.0,3.0,3380.0,,1990,4.0,0,0.0,2,1500000,33.7827557,-84.34848579999999
1626,"1091 Brixton Lane NEAtlanta, GA 30324",30324,Fulton,4.0,4.5,3952.0,,2023,3.0,15934,0.0,2,1500000,33.8297842,-84.3557209
