,address,zip,county,bed,bath,sqft,lot_size,year_built,amenities,annual_taxes,annual_assoc_fee,schools,price,lat,long
532,"4685 HighpointAtlanta, GA 30349",30349,Fulton,3.0,2.5,1821.0,0.086,2006,2.0,2304,800.0,2,274900,33.63260229999999,-84.5128178
533,"7265 Glisten  Unit: 122Atlanta, GA 30328",30328,Fulton,1.0,1.0,960.0,0.02,2012,2.0,934,3594.0,2,274900,33.9253024,-84.38574419999999
534,"3324 Peachtree Road NE Unit: UNIT 1503Atlanta, GA 30326",30326,Fulton,1.0,1.0,,0.015,2005,4.0,1813,4202.0,2,274999,33.8458542,-84.36942289999999
535,"2230 Peachtree Road NW Unit: A5Atlanta, GA 30309",30309,Fulton,2.0,1.0,,0.024,1938,,3730,0.0,2,275000,33.8152828,-84.39198689999999
536,"2870 Pharr Court South NW Unit: 1202Atlanta, GA 30305",30305,Fulton,1.0,1.0,,0.029,1988,7.0,2726,0.0,2,275000,33.8337828,-84.3855828
537,"456 Mary Street SWAtlanta, GA 30310",30310,Fulton,3.0,1.0,1265.0,0.115,1920,,3804,0.0,2,275000,33.7291974,-84.4028706
538,"400 17th Street NW Unit: 2225Atlanta, GA 30363",30363,Fulton,2.0,1.0,,0.025,2005,6.0,1651,5472.0,2,275000,33.7892178,-84.4020195
539,"711 Cosmopolitan Drive NE Unit: TL13Atlanta, GA 30324",30324,Fulton,1.0,1.5,,0.02,2007,5.0,1928,3870.0,2,275000,33.8212889,-84.36299679999999
540,"400 PEACHTREE NW Unit: 903Atlanta, GA 30308",30308,Fulton,1.0,1.0,,0.017,2007,7.0,4051,342.0,2,275000,33.7651344,-84.3881936
541,"708 Francis Place NWAtlanta, GA 30318",30318,Fulton,3.0,1.5,1174.0,0.309,1938,7.0,2520,0.0,2,275000,33.7741247,-84.4381695
542,"566 Cedar Avenue NWAtlanta, GA 30318",30318,Fulton,5.0,2.0,,0.185,2002,,1038,0.0,2,275000,33.770741,-84.4658757
543,"1029 Piedmont Avenue NE Unit: 307Atlanta, GA 30309",30309,Fulton,1.0,1.0,800.0,0.018,2001,5.0,2229,6122.0,2,275000,33.782773,-84.3798188
544,"3324 Peachtree Road NE Unit: 1116Atlanta, GA 30326",30326,Fulton,1.0,1.0,,0.014,2005,,4285,4423.0,2,275000,33.8458542,-84.36942289999999
545,"2626 Peachtree Road NW Unit: 608Atlanta, GA 30305",30305,Fulton,1.0,1.0,947.0,0.022,2005,6.0,1751,6372.0,2,275000,33.8260437,-84.3880456
546,"2563 Collier Drive NWAtlanta, GA 30318",30318,Fulton,3.0,2.0,992.0,0.667,1950,,341,0.0,2,275000,33.7639131,-84.4714266
547,"5216 Roses Of Picardy CourtAtlanta, GA 30349",30349,Clayton,3.0,2.0,1866.0,0.49,1969,,3221,0.0,2,275000,33.6128823,-84.4550465
548,"6940 Roswell  Unit: 11DAtlanta, GA 30328",30328,Fulton,2.0,1.5,1000.0,0.01,1965,7.0,1045,3720.0,2,275000,33.9253024,-84.38574419999999
549,"251 Aurora Avenue NWAtlanta, GA 30314",30314,Fulton,3.0,2.0,,0.322,1938,,3428,0.0,2,275000,33.762003,-84.4540959
550,"800 Peachtree Street NE Unit: 1307Atlanta, GA 30308",30308,Fulton,1.0,1.0,1094.0,0.025,2001,8.0,1424,7260.0,2,275000,33.7768259,-84.3852295
551,"179 Hamilton E Holmes Drive NWAtlanta, GA 30318",30318,Fulton,3.0,2.0,1139.0,0.17,1960,,535,0.0,2,275000,33.759917,-84.4691513
552,"150 Oak Drive SWAtlanta, GA 30354",30354,Fulton,3.0,2.0,,0.193,1956,3.0,3179,0.0,2,275000,33.6687443,-84.3899933
553,"130 26th Street NW Unit: 510Atlanta, GA 30309",30309,Fulton,2.0,1.0,1150.0,,1962,6.0,0,0.0,2,275000,33.8019228,-84.3986753
554,"1050 SW Lawton AvenueAtlanta, GA 30310",30310,Fulton,3.0,2.0,1596.0,0.17,1920,,1187,0.0,2,275000,33.7260837,-84.4224364
555,"15 Finch TrailAtlanta, GA 30308",30308,Fulton,1.0,1.5,960.0,0.02,1985,6.0,1734,4920.0,2,275000,33.7693177,-84.3785607
556,"616 NW Center Hill AvenueAtlanta, GA 30318",30318,Fulton,2.0,1.0,1160.0,0.23,1940,,2773,0.0,2,275000,33.77200390000001,-84.46457989999999
557,"2870 Pharr Court South NW Unit: 2002Atlanta, GA 30305",30305,Fulton,1.0,1.0,807.0,0.019,1988,8.0,926,399.0,2,278000,33.8337828,-84.3855828
558,"5515 Forest Downs CircleAtlanta, GA 30349",30349,Fulton,3.0,2.5,,0.209,1991,,2789,0.0,2,278500,33.6112639,-84.5516823
559,"2992 Peek Road NWAtlanta, GA 30318",30318,Fulton,3.0,2.0,1818.0,0.236,1964,,3443,0.0,2,279000,33.7754003,-84.48450869999999
560,"551 CulbersonAtlanta, GA 30310",30310,Fulton,2.0,1.0,840.0,0.114,1928,7.0,36,0.0,2,279000,33.7400884,-84.4225129
561,"299 Booker St SWAtlanta, GA 30315",30315,Fulton,3.0,2.0,1326.0,0.092,1954,,3804,0.0,2,279000,33.7125731,-84.3986831
562,"2247 Abner PlaceAtlanta, GA 30318",30318,Fulton,4.0,2.0,1001.0,0.209,1960,2.0,2716,0.0,2,279000,33.8023901,-84.4612178
563,"697 Fayetteville Road  Unit: 101Atlanta, GA 30316",30316,DeKalb,2.0,2.5,1164.0,0.3,2024,1.0,1394,0.0,2,279360,33.7373907,-84.3140584
564,"210 Harper Road SEAtlanta, GA 30315",30315,Fulton,3.0,2.0,1275.0,0.289,1955,2.0,2351,0.0,2,279500,33.6971815,-84.38141259999999
565,"140 Sunrise CourtAtlanta, GA 30349",30349,Fulton,4.0,2.0,2378.0,0.413,1970,9.0,1,0.0,2,279900,33.62066,-84.5206419
566,"5249 Chantilly TerraceAtlanta, GA 30349",30349,Clayton,4.0,2.0,1857.0,0.27,1963,,1804,0.0,2,279900,33.6117146,-84.45670729999999
567,"321 Brooks Avenue SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,,0.115,1955,,2555,0.0,2,279900,33.7470233,-84.4590274
568,"1694 Kenmore Street SWAtlanta, GA 30311",30311,Fulton,3.0,3.0,2163.0,0.207,1947,2.0,4685,0.0,2,279900,33.7267601,-84.4435428
569,"2898 Gresham RoadAtlanta, GA 30316",30316,DeKalb,3.0,1.5,1424.0,0.3,1955,,3018,0.0,2,279900,33.7032353,-84.3074503
570,"1020 Oakland DrAtlanta, GA 30349",30349,Fulton,2.0,2.0,1352.0,0.43,1956,1.0,3962,0.0,2,279900,33.7271253,-84.4269908
571,"4030 Stonewall Tell RoadAtlanta, GA 30349",30349,Fulton,4.0,2.0,,1.485,1957,,1981,0.0,2,279999,33.6460242,-84.5901117
572,"512 CONSTELLATION OVERLOOKAtlanta, GA 30331",30331,Fulton,3.0,2.5,1446.0,0.02,2006,3.0,2891,238.0,2,280000,33.7511572,-84.4757092
573,"1411 Lanvale Drive SWAtlanta, GA 30310",30310,Fulton,3.0,1.0,,0.325,1950,2.0,385,0.0,2,280000,33.7244624,-84.4340675
574,"6980 Roswell Road  Unit: J6Atlanta, GA 30328",30328,Fulton,2.0,2.5,,0.028,1968,4.0,2779,4140.0,2,280000,33.9452915,-84.3717425
575,"143 Elysian Way NWAtlanta, GA 30327",30327,Fulton,2.0,2.0,,0.025,1968,8.0,3702,7116.0,2,280000,33.8209731,-84.4251672
576,"198 Ponce De Leon Avenue NE Unit: 4CAtlanta, GA 30308",30308,Fulton,2.0,1.0,,0.019,1924,4.0,3235,6180.0,2,280000,33.7730874,-84.38110429999999
577,"1493 Saint Joseph AvenueAtlanta, GA 30344",30344,Fulton,3.0,2.0,1398.0,0.22,1930,3.0,1903,0.0,2,280000,33.6911043,-84.4377183
578,"760 Constitution Road SEAtlanta, GA 30315",30315,Fulton,3.0,1.0,1288.0,0.395,1963,3.0,3301,0.0,2,280000,33.693862,-84.3649047
579,"1850 Cotillion Drive  Unit: 3214Atlanta, GA 30338",30338,DeKalb,2.0,2.0,1292.0,0.026,2004,5.0,4691,0.0,2,280000,33.9214162,-84.31233499999999
580,"250 Pharr Road NE Unit: 607Atlanta, GA 30305",30305,Fulton,1.0,1.0,762.0,,2005,6.0,4643,385.0,2,280000,33.8371871,-84.378968
581,"1667 Sylvan Road SWAtlanta, GA 30310",30310,Fulton,3.0,1.0,,0.157,1930,6.0,1594,0.0,2,280000,33.7093077,-84.418477
582,"42 Belmonte Circle SWAtlanta, GA 30311",30311,Fulton,3.0,3.5,,0.031,1983,2.0,992,4164.0,2,280000,33.725954,-84.44515
583,"1854 Sylvan Road SWAtlanta, GA 30310",30310,Fulton,3.0,1.0,1140.0,0.207,1945,,2645,0.0,2,282000,33.704279,-84.4179846
584,"390 N River Parkway  Unit: DAtlanta, GA 30350",30350,Fulton,3.0,2.5,1564.0,0.04,1970,1.0,1836,0.0,2,282000,34.0016797,-84.348084
585,"6900 Roswell Road  Unit: B6Atlanta, GA 30328",30328,Fulton,2.0,2.5,1324.0,0.03,1971,6.0,2146,3831.0,2,282500,33.9434585,-84.3767728
586,"2806 Ridgeview Drive SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1488.0,,2007,3.0,1776,0.0,2,283900,33.6690628,-84.4921974
587,"883 Ambient Way SWAtlanta, GA 30331",30331,Fulton,2.0,2.5,,0.02,2021,3.0,3779,2856.0,2,284900,33.7460675,-84.5033863
588,"800 Peachtree Street NE Unit: 101Atlanta, GA 30308",30308,Fulton,1.0,1.0,945.0,0.022,1927,7.0,2360,402.0,2,285000,33.7768259,-84.3852295
589,"2479 Peachtree Road NE Unit: APT 314Atlanta, GA 30305",30305,Fulton,2.0,2.0,1062.0,0.024,1967,4.0,1671,9344.0,2,285000,33.8225017,-84.3865221
590,"474 James P Brawley Drive NWAtlanta, GA 30318",30318,Fulton,2.0,1.0,,0.101,1945,,59,0.0,2,285000,33.7676303,-84.4127994
591,"5725 Sable Bay PointAtlanta, GA 30349",30349,Fulton,3.0,2.5,,0.133,2005,2.0,3896,475.0,2,285000,33.6022317,-84.49559459999999
592,"285 Centennial Olympic Park Drive  Unit: 2107Atlanta, GA 30313",30313,Fulton,1.0,1.0,895.0,0.02,2003,2.0,4383,6120.0,2,285000,33.7625839,-84.3916605
593,"585 Mcwilliams Road SE Unit: 506Atlanta, GA 30315",30315,Fulton,3.0,2.5,,,2021,2.0,3628,3600.0,2,285000,33.6876699,-84.36936999999999
594,"1086 Wedgewood Drive NWAtlanta, GA 30318",30318,Fulton,3.0,1.0,936.0,0.161,1950,,2046,0.0,2,285000,33.784744,-84.4761
595,"1640 Lakewood Avenue SEAtlanta, GA 30315",30315,Fulton,3.0,2.0,,0.109,1940,,2087,0.0,2,285000,33.7094787,-84.3796254
596,"1640 Lakewood Avenue SEAtlanta, GA 30315",30315,Fulton,,,,0.109,1940,,2087,0.0,2,285000,33.7094787,-84.3796254
597,"3040 Peachtree Road NW Unit: 713Atlanta, GA 30305",30305,Fulton,1.0,1.0,,0.018,2006,7.0,2252,4980.0,2,285000,33.8386628,-84.3816238
598,"2750 LUTHERAtlanta, GA 30344",30344,Fulton,3.0,1.0,1050.0,0.273,1955,,1560,0.0,2,285000,33.6832181,-84.44877199999999
599,"970 Sidney Marcus Boulevard  Unit: 1217Atlanta, GA 30324",30324,Fulton,2.0,2.0,,0.027,1988,7.0,1040,4800.0,2,285000,33.8253325,-84.3564308
600,"2529 Ryne Street NWAtlanta, GA 30318",30318,Fulton,4.0,2.5,,0.179,1968,,3369,0.0,2,285000,33.7678573,-84.4701147
601,"2870 Pharr Court South NW Unit: 1602Atlanta, GA 30305",30305,Fulton,1.0,1.0,807.0,1.42,1988,7.0,31209,399.0,2,285000,33.8337828,-84.3855828
602,"923 Peachtree NE Unit: 929Atlanta, GA 30309",30309,Fulton,1.0,1.0,668.0,0.015,2003,7.0,4608,4200.0,2,285000,33.780409,-84.3834589
603,"2777 GRESHAM Road SEAtlanta, GA 30316",30316,DeKalb,2.0,2.0,,0.2,1953,1.0,2622,0.0,2,285000,33.7068608,-84.3084061
604,"371 Corvair SEAtlanta, GA 30354",30354,Fulton,3.0,2.5,982.0,9104.0,1964,,521,0.0,2,285000,33.6652731,-84.3777994
605,"677 Langston Drive SWAtlanta, GA 30315",30315,Fulton,4.0,2.0,1150.0,0.52,1940,,3055,0.0,2,285000,33.6955464,-84.4106803
606,"8 CarlisleAtlanta, GA 30308",30308,Fulton,1.0,1.5,972.0,0.022,1981,7.0,896,294.0,2,285000,33.7686409,-84.3799366
607,"187 SW HOWELLAtlanta, GA 30331",30331,Fulton,3.0,2.0,,0.439,1935,,2111,0.0,2,285000,33.69856499999999,-84.54318669999999
608,"882 Ambient Way SW Unit: 303Atlanta, GA 30331",30331,Fulton,2.0,2.5,1496.0,0.017,2019,5.0,3215,2856.0,2,285000,33.7462094,-84.5025041
609,"120 Ralph Mcgill Boulevard NE Unit: 103 & 104Atlanta, GA 30308",30308,Fulton,2.0,2.0,1068.0,0.26,1974,5.0,2728,6696.0,2,285000,33.7647805,-84.38357069999999
610,"3675 Peachtree Road  Unit: 21Atlanta, GA 30319",30319,Fulton,2.0,2.0,1090.0,0.025,1960,3.0,4319,384.0,2,285900,33.8542275,-84.3544788
611,"1391 Lorenzo Drive SwAtlanta, GA 30310",30310,Fulton,3.0,2.0,1067.0,0.249,1950,,3118,0.0,2,287500,33.7170542,-84.43291889999999
612,"216 James P Brawley Drive NWAtlanta, GA 30314",30314,Fulton,3.0,2.5,1459.0,0.109,1930,6.0,2633,0.0,2,288000,33.7605816,-84.4128383
613,"2407 Creel LaneAtlanta, GA 30349",30349,Fulton,3.0,2.5,1642.0,0.025,2020,,4317,1200.0,2,288999,33.5649004,-84.4794895
614,"1029 Piedmont Avenue NE Unit: 207Atlanta, GA 30309",30309,Fulton,1.0,1.0,,0.02,2001,3.0,2192,0.0,2,289000,33.782773,-84.3798188
615,"275 13th Street NE Unit: 1006Atlanta, GA 30309",30309,Fulton,1.0,1.0,765.0,0.018,2005,6.0,1676,4824.0,2,289000,33.7849885,-84.3796553
616,"1405 Mcgill Park Avenue NEAtlanta, GA 30312",30312,Fulton,1.0,1.0,1002.0,0.023,1990,6.0,1277,4200.0,2,289000,33.762035,-84.3764729
617,"1309 NE Westchester RidgeAtlanta, GA 30329",30329,DeKalb,1.0,1.5,1274.0,0.029,2002,5.0,4540,4428.0,2,289000,33.833449,-84.324252
618,"1233 Woodland Avenue NE Unit: 4Atlanta, GA 30324",30324,DeKalb,3.0,2.0,1532.0,0.035,1965,4.0,648,5844.0,2,289000,33.813761,-84.34800899999999
619,"301 Lakemoore NE Unit: CAtlanta, GA 30342",30342,Fulton,2.0,1.5,,0.027,1952,4.0,1489,5532.0,2,289000,33.8653023,-84.37728820000001
620,"6900 Roswell Road  Unit: C1Atlanta, GA 30328",30328,Fulton,2.0,2.5,,0.03,1972,8.0,2940,3828.0,2,289000,33.9434585,-84.3767728
621,"198 Ponce De Leon Avenue NE Unit: 6BAtlanta, GA 30308",30308,Fulton,2.0,1.0,920.0,0.019,1924,7.0,752,0.0,2,289000,33.7730874,-84.38110429999999
622,"1164 Village Court SEAtlanta, GA 30316",30316,Fulton,1.0,1.0,,0.021,2001,2.0,4527,3132.0,2,289000,33.7441778,-84.3506876
623,"288 NW Hemphill School RoadAtlanta, GA 30331",30331,Fulton,4.0,2.0,1224.0,0.159,1940,,2525,0.0,2,289000,33.7630877,-84.50100169999999
624,"799 Hammond  Unit: 207Atlanta, GA 30328",30328,Fulton,2.0,2.0,1010.0,,2004,7.0,3077,5376.0,2,289000,33.9174942,-84.359405
625,"3791 SW Adamsville DriveAtlanta, GA 30331",30331,Fulton,3.0,2.0,1600.0,0.35,1960,2.0,3295,0.0,2,289000,33.7621418,-84.5117526
626,"800 Peachtree Street NE Unit: 202Atlanta, GA 30308",30308,Fulton,1.0,1.0,,0.019,1927,8.0,3859,4836.0,2,289500,33.7768259,-84.3852295
627,"1657 Westhaven Drive SWAtlanta, GA 30311",30311,Fulton,3.0,2.0,1789.0,0.195,1945,,2053,0.0,2,289900,33.7328157,-84.4420494
628,"200 MARRIOTTAtlanta, GA 30349",30349,Fulton,3.0,2.5,1620.0,0.408,2005,,3439,325.0,2,289900,33.620038,-84.5327038
629,"175 Hyacinth Avenue NWAtlanta, GA 30314",30314,Fulton,3.0,2.0,,0.24,1955,,3043,0.0,2,289900,33.7590173,-84.4609615
630,"2577 Godfrey Drive NWAtlanta, GA 30318",30318,Fulton,3.0,2.0,,0.167,1950,,920,0.0,2,289900,33.7597159,-84.4721953
631,"2840 Peachtree  Unit: 411Atlanta, GA 30305",30305,Fulton,2.0,2.0,1090.0,0.025,1925,,4364,595.0,2,289900,33.8046892,-84.39382379999999
632,"4265 Hidden ValleyAtlanta, GA 30349",30349,Fulton,4.0,3.0,,0.604,1983,5.0,3180,0.0,2,289900,33.6387973,-84.5349596
633,"914 Society CircleAtlanta, GA 30331",30331,Fulton,3.0,3.5,1496.0,,2008,,1620,0.0,2,289900,33.7470762,-84.5010284
634,"2069 SW Sandtown RoadAtlanta, GA 30311",30311,Fulton,5.0,2.5,3230.0,0.34,1950,,1923,0.0,2,289900,33.7205119,-84.45465689999999
635,"2394 SE Bouldercliff WayAtlanta, GA 30316",30316,DeKalb,3.0,2.0,1398.0,0.3,1962,,2812,0.0,2,289900,33.71886569999999,-84.3214775
636,"916 Gaston StreetAtlanta, GA 30310",30310,Fulton,3.0,2.5,1234.0,0.143,1940,1.0,4044,0.0,2,289900,33.7302204,-84.4362826
637,"5597 Grande River RoadAtlanta, GA 30349",30349,Clayton,3.0,2.5,1974.0,,2007,3.0,3316,500.0,2,289990,33.6028527,-84.4456756
638,"2954 Hapeville Road SWAtlanta, GA 30354",30354,Fulton,4.0,2.0,,0.617,1954,1.0,3155,0.0,2,289999,33.6741173,-84.39323639999999
639,"6700 Roswell Road  Unit: 29CAtlanta, GA 30328",30328,Fulton,2.0,1.5,1188.0,0.025,1967,8.0,1977,340.0,2,289999,33.9393805,-84.3768549
640,"2050 Blayton Circle NWAtlanta, GA 30314",30314,Fulton,3.0,1.5,,0.212,1955,,648,0.0,2,290000,33.7516346,-84.45182729999999
641,"2240 Cheshire Bridge Road NE Unit: 209Atlanta, GA 30324",30324,Fulton,2.0,1.0,815.0,0.019,1947,7.0,2619,4824.0,2,290000,33.8164639,-84.35294060000001
642,"2820 Hidden Forest SEAtlanta, GA 30316",30316,DeKalb,3.0,2.0,1360.0,0.3,1956,,3074,0.0,2,290000,33.7046535,-84.3172029
643,"72 Polar Rock SWAtlanta, GA 30315",30315,Fulton,4.0,2.0,1152.0,0.203,2002,1.0,1224,0.0,2,290000,33.6960101,-84.3911017
644,"361 17th NW Unit: UNIT 1610Atlanta, GA 30363",30363,Fulton,1.0,1.0,816.0,0.019,2005,5.0,1958,6240.0,2,290000,33.7916224,-84.3980682
645,"305 KNOTTY PINE SWAtlanta, GA 30331",30331,Fulton,4.0,4.0,,0.37,1992,,1387,0.0,2,290000,33.7009368,-84.5520507
646,"1455 DODSONAtlanta, GA 30311",30311,Fulton,3.0,2.0,1351.0,0.383,1955,,3751,0.0,2,290000,33.7164181,-84.4726019
647,"5669 Grande River RdAtlanta, GA 30349",30349,Clayton,3.0,2.5,1780.0,,2017,5.0,4053,450.0,2,290000,33.6006799,-84.445797
648,"4340 Jailette RoadAtlanta, GA 30349",30349,Fulton,3.0,2.0,1230.0,0.69,1945,,958,0.0,2,290000,33.6363885,-84.5358606
649,"824 Greenwood Avenue NE Unit: 2Atlanta, GA 30306",30306,Fulton,1.0,1.0,883.0,0.02,1935,4.0,1469,5328.0,2,292000,33.7770098,-84.3603626
650,"1417 Graymont Drive SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,1393.0,0.172,1945,1.0,3186,0.0,2,294000,33.7155772,-84.4368569
651,"3475 Oak Valley NE Unit: 1440Atlanta, GA 30326",30326,Fulton,1.0,1.0,,0.023,1992,6.0,422,0.0,2,294000,33.8501185,-84.3593021
652,"943 Peachtree  Unit: 703Atlanta, GA 30309",30309,Fulton,1.0,1.0,696.0,0.016,2002,7.0,4715,379.0,2,294500,33.780409,-84.3834589
653,"23207 Plantation NEAtlanta, GA 30324",30324,Fulton,2.0,2.0,,0.028,1980,9.0,4208,9024.0,2,294800,33.8369018,-84.3567892
654,"2189 Capella CircleAtlanta, GA 30331",30331,Fulton,3.0,2.5,1625.0,0.111,2006,,1114,300.0,2,294900,33.6914817,-84.6206243
655,"800 Peachtree NE Unit: 8410Atlanta, GA 30308",30308,Fulton,1.0,1.0,,0.021,1927,7.0,1438,5280.0,2,294900,33.7768259,-84.3852295
656,"2535 Susan LaneAtlanta, GA 30331",30331,Fulton,3.0,1.5,1656.0,0.31,1955,,871,0.0,2,294900,33.6855632,-84.5080168
657,"2425 NW Clarissa Drive NWAtlanta, GA 30318",30318,Fulton,3.0,2.0,,0.428,1960,,51,0.0,2,294999,33.7974875,-84.46052069999999
658,"361 17th Street NW Unit: 1107Atlanta, GA 30363",30363,Fulton,1.0,1.0,830.0,0.019,2005,4.0,4115,495.0,2,295000,33.7916224,-84.3980682
659,"115 Biscayne Drive NW Unit: E4Atlanta, GA 30309",30309,Fulton,3.0,2.0,,0.03,1964,1.0,3479,7020.0,2,295000,33.8158128,-84.3946003
660,"636 Sandys Ln SeAtlanta, GA 30354",30354,Fulton,4.0,2.0,1367.0,0.149,1994,2.0,3841,0.0,2,295000,33.6711231,-84.3680598
661,"999 Deckner Avenue SWAtlanta, GA 30310",30310,Fulton,2.0,1.0,1050.0,0.258,1935,5.0,536,0.0,2,295000,33.7141184,-84.4208979
662,"164 Polar Rock SWAtlanta, GA 30315",30315,Fulton,4.0,2.0,1608.0,0.22,1955,6.0,3337,0.0,2,295000,33.6902361,-84.3951017
663,"130 26th Street NW Unit: 602Atlanta, GA 30309",30309,Fulton,2.0,1.0,1150.0,0.026,1962,5.0,749,10320.0,2,295000,33.8019228,-84.3986753
664,"955 Juniper Street NE Unit: 4022Atlanta, GA 30309",30309,Fulton,1.0,1.0,874.0,0.02,1996,5.0,4750,5568.0,2,295000,33.780614,-84.3819814
665,"2286 Capella Circle SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1560.0,0.035,2015,1.0,1348,1440.0,2,295000,33.6891584,-84.6206164
666,"2147 Jones Road NWAtlanta, GA 30318",30318,Fulton,6.0,3.0,2314.0,0.427,1962,,5011,0.0,2,295000,33.773238,-84.4922078
667,"3265 Welmingham Drive SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1368.0,0.174,2007,6.0,4411,0.0,2,295000,33.6623658,-84.5188805
668,"923 Peachtree Street NE Unit: 1929Atlanta, GA 30309",30309,Fulton,1.0,1.0,665.0,0.015,2003,7.0,4675,4356.0,2,295000,33.780409,-84.3834589
669,"4031 Robin CircleAtlanta, GA 30349",30349,Fulton,3.0,2.5,1336.0,0.138,1997,,2260,0.0,2,295000,33.6044602,-84.5744402
670,"5135 Erin Rd. SWAtlanta, GA 30331",30331,Fulton,3.0,2.0,1349.0,0.583,1966,1.0,3411,0.0,2,295000,33.6907985,-84.55520299999999
671,"440 Roy SWAtlanta, GA 30310",30310,Fulton,4.0,2.0,,0.088,1920,4.0,1432,0.0,2,297000,33.7240737,-84.4023079
672,"30 5th Street NE Unit: 502Atlanta, GA 30308",30308,Fulton,1.0,1.5,882.0,,1999,7.0,4348,520.0,2,297900,33.7765389,-84.3866839
673,"113 Vanira Avenue SEAtlanta, GA 30315",30315,Fulton,3.0,1.0,,0.092,1930,,2396,0.0,2,298000,33.7292206,-84.3842955
674,"1460 Moray StreetAtlanta, GA 30311",30311,Fulton,4.0,2.0,,0.15,1940,,1841,0.0,2,298000,33.7158486,-84.4436751
675,"3302 SE Pine Grove CircleAtlanta, GA 30316",30316,DeKalb,5.0,3.0,,0.25,2001,,2455,0.0,2,298000,33.6887603,-84.30766609999999
676,"1055 Piedmont Avenue NE Unit: 206Atlanta, GA 30309",30309,Fulton,1.0,1.0,745.0,0.017,1930,5.0,2332,4314.0,2,298400,33.7834585,-84.3786047
677,"525 Parkway Drive NE Unit: 314Atlanta, GA 30308",30308,Fulton,1.0,1.0,,0.015,2020,1.0,2817,4416.0,2,299000,33.7686857,-84.3727897
678,"150 Walker Street SW Unit: 11Atlanta, GA 30313",30313,Fulton,1.0,1.0,1309.0,0.03,1998,3.0,5829,5217.0,2,299000,33.7504245,-84.4005145
679,"827 Drummond Street SWAtlanta, GA 30314",30314,Fulton,3.0,2.5,1800.0,0.053,2023,,2176,0.0,2,299000,33.7529183,-84.4146198
680,"437 Collier Ridge Drive NWAtlanta, GA 30318",30318,Fulton,4.0,3.0,1443.0,0.259,1948,,3950,0.0,2,299000,33.7671107,-84.47628440000001
681,"2308 Creel RoadAtlanta, GA 30349",30349,Fulton,4.0,3.0,1884.0,0.15,2006,,4032,550.0,2,299000,33.5734675,-84.4640879
682,"1823 Sylvan Road SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,1348.0,0.172,1940,6.0,1300,0.0,2,299000,33.7050867,-84.4185181
683,"64 La Rue PlaceAtlanta, GA 30327",30327,Fulton,2.0,2.0,1200.0,0.028,1970,9.0,1372,7536.0,2,299000,33.8166111,-84.42472169999999
684,"873 Ambient Way SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,100.0,0.02,2021,4.0,1717,2856.0,2,299000,33.7458508,-84.5036484
685,"5559 Glenridge Drive  Unit: 1402Atlanta, GA 30342",30342,Fulton,2.0,2.0,,0.028,2000,2.0,3373,4900.0,2,299000,33.9060595,-84.3672108
686,"2574 Elliott Street NWAtlanta, GA 30318",30318,Fulton,4.0,2.0,2125.0,0.249,1960,2.0,934,0.0,2,299000,33.7814542,-84.4725745
687,"5174 Norman BoulevardAtlanta, GA 30349",30349,Clayton,4.0,2.0,2400.0,0.259,1962,2.0,1440,0.0,2,299000,33.6141353,-84.4572403
688,"24318 Plantation Drive NEAtlanta, GA 30324",30324,Fulton,2.0,2.0,1224.0,0.028,1980,10.0,4239,0.0,2,299000,33.8369018,-84.3567892
689,"1411 River Green Drive NWAtlanta, GA 30327",30327,Fulton,2.0,1.0,1300.0,0.03,1991,6.0,3975,4980.0,2,299000,33.8630529,-84.4483944
690,"1097 KIPLINGAtlanta, GA 30315",30315,Fulton,4.0,2.0,1422.0,0.338,1970,,305,0.0,2,299000,33.7012073,-84.3512678
691,"45 Holly Road NWAtlanta, GA 30314",30314,Fulton,2.0,1.0,756.0,0.109,1952,2.0,2949,0.0,2,299000,33.7563473,-84.4375953
692,"12 Montgomery Street NEAtlanta, GA 30307",30307,DeKalb,3.0,1.0,841.0,0.1,1947,,3582,0.0,2,299000,33.7540339,-84.33992359999999
693,"275 13th Street  Unit: 703Atlanta, GA 30309",30309,Fulton,1.0,1.0,765.0,0.017,2005,7.0,1485,442.0,2,299000,33.7849885,-84.3796553
694,"1406 SW MozleyAtlanta, GA 30314",30314,Fulton,3.0,2.0,1110.0,0.25,1930,,1408,0.0,2,299000,33.7539971,-84.412014
695,"2320 SW Beecher RoadAtlanta, GA 30311",30311,Fulton,3.0,2.0,1100.0,0.228,1945,,2645,0.0,2,299000,33.7261321,-84.4635139
696,"5550 Mason RoadAtlanta, GA 30349",30349,Fulton,3.0,2.0,1100.0,1.113,1938,3.0,1621,0.0,2,299500,33.603773,-84.54488590000001
697,"200 River Vista Drive  Unit: 712Atlanta, GA 30339",30339,Fulton,1.0,1.0,,0.022,2010,5.0,2889,580.0,2,299500,33.9011253,-84.4399001
698,"1544 Childress DriveAtlanta, GA 30311",30311,Fulton,3.0,2.0,,0.705,1947,,3278,0.0,2,299800,33.7138288,-84.49019969999999
